"","subject","condition","vignetteType","vignetteNumber","answerOrder","vignette","dummyVignetteAnswer","vignetteAnswer","gender","age","postquestion1","postquestion2"
"217","3jxw35yzq3f","G5B","G","5","B","G5",7,0,"male",41,"correct","The exact results of the protocol are unknown so it did not matter which scenario I chose."
"218","oa0j35yzv19","L6A","L","6","A","L6",7,2,"male",55,"correct",NA
"219","mtse35yz6ta","L2A","L","2","A","L2",7,3,"male",24,"correct",NA
"220","hpum35yzit2","G11B","G","11","B","G11",6,-1,"female",48,"correct",NA
"221","0fc135yzdcn","G7A","G","7","A","G7",7,2,"male",27,"correct","It was tough , but I would rather have a 50/50 choice and know the actual odds than having completely no idea what the odds are."
"222","bfbc35yz8z2","L2A","L","2","A","L2",7,1,"female",42,"correct","Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case."
"223","fwyk35yztc3","L2A","L","2","A","L2",7,0,"male",39,"correct","Both not knowing the possibility and knowing it's a 50/50 chance do nothing additional towards letting me know if it's lethal.  Furthermore, even if there was a low probability, it's safest to plan for the worst, so by default I would be planning as if it was a lethal snake regardless.  Thus there's no difference between the two options."
"224","ctn035yz37g","G2A","G","2","A","G2",7,2,"male",38,"correct",NA
"225","uhrs35yz6h5","L8B","L","8","B","L8",7,-2,"female",24,"correct",NA
"226","q8pz35yzch7","L6B","L","6","B","L6",7,1,"female",30,"correct","its a hard one to choose from, 50/50 probability is usually the better option to me"
"227","xjk535yzqzt","L9B","L","9","B","L9",7,0,"male",75,"correct","Both seemed to be ""iffy"" about whether I would win or not, so they seemed pretty much the same, so I was indifferent."
"228","w1s835yz80j","L8B","L","8","B","L8",6,-2,"male",47,"correct","A 50/50 shot would make me worry as 100% chance because it is so random.  Not knowing anything would be the preferred situation for me, at least I could put it out of my mind then."
"229","h7nt35yzr8k","L1A","L","1","A","L1",7,1,"female",39,"correct","No comments at the current time."
"230","s9jx35yz5px","L4B","L","4","B","L4",7,1,"female",58,"correct","50 percent is a decent chance, I didn't want to risk going lower"
"231","wgdb35yz9gq","L9B","L","9","B","L9",7,1,"female",45,"correct","I would rather want to know that I have a 50/50 chance then not knowing what my chance is at all. I chose this answer because it gave my percent chance of winning or losing."
"232","3oi635yz9t5","G6B","G","6","B","G6",7,2,"female",43,"correct","Honestly, it seemed that the changes would be fifty fifty for ME either way, as I did not know the probability in the first scenario. But the second seemed rather neater."
"233","ifc935yzqqy","G12B","G","12","B","G12",7,2,"male",34,"correct",NA
"234","im8p35yz0v8","G1A","G","1","A","G1",7,-2,"male",36,"correct",NA
"235","mmph35yz2c3","L12B","L","12","B","L12",7,-1,"male",38,"correct","I don't know the odds so my department could only have a 1% chance of being chosen."
"236","cowf35yzrlr","L12B","L","12","B","L12",7,2,"female",31,"correct",NA
"237","3pow35yztgy","L6A","L","6","A","L6",7,0,"male",30,"correct",NA
"238","9qil35yzg1r","L1A","L","1","A","L1",7,3,"female",27,"correct","least risk to my stocks was wanted, so i picked the one that was a bit safer in my opinion"
"239","w8gk35yzto7","G10B","G","10","B","G10",7,2,"male",62,"correct","I was thinking about the odds and uncertainty. I know for sure in one that there is a 50 50 chance. I am not sure about the other. There could be 999 of one color and 1 of the other or any other combination. It could work in my favor or not. I did not like the uncertainty of that situation."
"240","gidd35yzgfe","G6B","G","6","B","G6",7,0,"female",38,"correct","both options were so similar- there was no way of knowing either way, so I shouldn't worry about the outcome so much re: which party to attend"
"241","5vjs35yz4bk","L9A","L","9","A","L9",7,-2,"female",58,"correct","Because I would probably rather not know the exact percentage till it was over. I was thinking I would rather think I have a good shot at it."
"242","ytq935yzygb","L12A","L","12","A","L12",7,1,"male",30,"correct",NA
"243","4zlm35yztay","G2B","G","2","B","G2",7,0,"female",38,"correct",NA
"244","q10c35yzrh8","G4B","G","4","B","G4",6,-2,"female",35,"correct","Probably the option A, because, YOLO."
"245","f93w35yzkc9","L8B","L","8","B","L8",7,0,"female",55,"correct",NA
"246","m9dy35yzgdl","L12A","L","12","A","L12",7,0,"female",45,"correct",NA
"247","zw0n35yzt16","G5A","G","5","A","G5",5,0,"female",37,"correct","I'm not a runner and so I don;t care about the outcome"
"248","j0ly35yz8h5","L9A","L","9","A","L9",7,0,"female",50,"correct","I felt like the possibilities were the same; either 50-50 or win or lose. The odds were the same in my estimation so I chose ""indifferent""."
"249","x99o35yzkqp","L3A","L","3","A","L3",7,1,"male",34,"correct","50-50 is a good chance against an unknown situation"
"250","97rv35yzs9r","L12B","L","12","B","L12",6,-3,"male",24,"correct",NA
"251","13qn35yz20v","G10A","G","10","A","G10",7,3,"female",25,"correct","I feel a lot better at least knowing my chances, and 50/50 sounds pretty okay to me."
"252","6h3a35yz3me","G3A","G","3","A","G3",7,0,"male",30,"correct","IF I don't know what department I'm going to possibly be the head of, does it matter which one gets supported?"
"253","ksec35yzo2v","L2B","L","2","B","L2",7,-1,"female",44,"correct","To me there was not much difference between the two choices. So, I just leaned toward one of them."
"254","gru835yzo0f","L2B","L","2","B","L2",7,0,"male",32,"correct",NA
"255","z1a035yzes6","G9B","G","9","B","G9",7,2,"male",34,"correct","I think it would be better to have a 50/50 likelihood, because if it turned out to be something like 80/20 I would have fretted about whether the right choice had been made."
"256","6q3o35yz16g","G7B","G","7","B","G7",7,1,"male",36,"correct","I think I slightly prefer the fifty fifty option. I think it would minimize my chances of feeling regret."
"257","1iow35yzci7","G7B","G","7","B","G7",7,2,"female",61,"correct",NA
"258","7kqk35yzyza","G5B","G","5","B","G5",6,-1,"female",29,"correct",NA
"259","kds735yzdi4","L4B","L","4","B","L4",7,0,"male",40,"correct","One choice was 50/50.  While the other had the potential to be better or worse, so I did not really see a big enough difference to choose 1 or the other."
"260","jess35yz59u","G2A","G","2","A","G2",7,0,"female",30,"correct","both company have equal chance of receiving investor funds so i have no preference"
"261","wf8j35yzd6y","G6A","G","6","A","G6",7,0,"male",52,"correct","The odds are the same for both situation, 50-50, so I picked ""indifferent."""
"262","y8yc35yzonx","L8B","L","8","B","L8",7,-2,"female",48,"correct",NA
"263","7not35yzvt8","G3B","G","3","B","G3",6,0,"female",35,"correct","I was indifferent because ultimately, the outcome of which dept was going to be backed was up to another person. It was out of my hands."
"264","i97e35yz0mi","G7A","G","7","A","G7",7,0,"female",29,"correct","The choice was between 50% for each district or an unknow percentage for each district. Either way, it means to me that I can't base my decision on that, it's unknown."
"265","gdbs35yzttd","G10B","G","10","B","G10",7,3,"female",70,"correct","I chose B in the second vignette because it was a concrete chance, 50/50, so the red ball or yellow ball risk was known. The other option was a mystery."
"266","m2kv35yz004","G8A","G","8","A","G8",7,0,"male",31,"correct","Both of the choices seemed like a coin flip to me. In the end, either X is my date or Y is my date. I therefore chose no preference."
"267","oyj135yz0ta","L6A","L","6","A","L6",7,-2,"male",40,"correct","If I'm in a social setting, I'd rather not be thinking about probabilities.  The best thing I could do is hope the more attractive person is my date, introduce myself, and proceed from there."
"268","w3t135yz7vb","G7B","G","7","B","G7",7,1,"female",53,"correct","I fell that knowing the chances were 50/50 was a little better than total uncertainty."
"269","zin835yz3m3","G1A","G","1","A","G1",7,3,"male",60,"correct",NA
"270","tkei35yzp7j","L9A","L","9","A","L9",7,-1,"female",37,"correct","I'd rather not have it so cut and dry so I didn't want to know my exact chances of winning or losing because knowing that could affect how I conduct myself and I'd rather just be positive about it."
"271","uk0o35yzlau","G5A","G","5","A","G5",6,0,"female",40,"correct","because there was no certainty, and because either one might have helped, it made no difference to me - there are no guarantees for anything, everything is experimental, so it wouldn't have been a waste of time either way."
"272","h4pp35yze6j","G4A","G","4","A","G4",7,3,"male",41,"correct",NA
"273","bepj35yzb7m","G2B","G","2","B","G2",7,0,"female",67,"correct",NA
"274","azdr35yz5bs","G2B","G","2","B","G2",7,1,"male",25,"correct",NA
"275","9eli35yzcm3","L6B","L","6","B","L6",7,-2,"female",31,"correct","I don't want my house flooded and I don't want to go on a romantic date with an extremely unattractive person."
"276","9m1r35yzw1x","L2B","L","2","B","L2",7,2,"male",32,"correct","what the odds were and which one I would prefer"
"277","jmb635yznru","L10B","L","10","B","L10",7,0,"female",25,"correct",NA
"278","fs0h35yzrg3","G11A","G","11","A","G11",6,0,"male",34,"correct","Both options seemed equally uninformative."
"279","ccv735yzdyg","G12A","G","12","A","G12",7,0,"female",36,"correct",NA
"280","f6nu35yzvqw","L12A","L","12","A","L12",7,3,"female",39,"correct","I would rather have a 50/50 shot of being the head of the department with the budget cuts. The other option had too many unknown variables."
"281","mfu935yziu9","L5B","L","5","B","L5",7,-1,"female",31,"correct","I was thinking that I was hopping for chances that are better than 50% for the benign variant."
"282","zfmt35yzt9a","L6A","L","6","A","L6",7,0,"male",39,"correct","I choose no preference, since this is a blind date, we can not expect something specific. Also it does not matter much as the probability is also uncertain."
"283","n92y35yznow","L4B","L","4","B","L4",7,3,"male",60,"correct","It seemed the least in a bad situation for t he moment."
"284","0h8z35yz6pr","L6A","L","6","A","L6",6,3,"male",43,"correct",NA
"285","4k2m35yzcza","L1B","L","1","B","L1",7,2,"female",52,"correct","I would have been uncomfortable acting on what seemed like an ""insider"" tip. I would rather take my chances with 50/50."
"286","69o935yzg5d","G10A","G","10","A","G10",7,2,"female",31,"correct",NA
"287","wmwg35yzo4l","G12B","G","12","B","G12",7,1,"female",34,"correct",NA
"288","fcho35yzfl2","G8B","G","8","B","G8",7,0,"female",46,"correct","I don't really have a preference in that situation."
"289","5d4q35yzw8s","G7B","G","7","B","G7",7,0,"male",37,"correct","Mainly because there was no way that I could control the outcome of where the school would be placed. I don't put too much thought into situations I can't control."
"290","jbh535yzb1y","L10A","L","10","A","L10",7,-2,"male",63,"correct","I WAS THINKING I WOULD RATHER BE IN A SITUATION WHERE THE CHANCES OF MY BANK CLOSING MAY BE LESS THAN 50%. I WOULD RATHER NOT KNOW THE EXACT PROBABILITY THAN KNOW THERE WAS A 1 IN 2 CHANCE OF MY BANK CLOSING."
"291","du1835yzdqh","L8A","L","8","A","L8",7,-1,"male",30,"correct",NA
"292","v0sr35yzmqa","L9A","L","9","A","L9",7,1,"female",23,"correct",NA
"293","k82p35yzau1","G8B","G","8","B","G8",7,0,"female",54,"correct","I'm old.  I used to be pretty, but not so much anymore.  Besides, I don't care as much about looks as I once did.  I want to meet and spend time with someone who is interesting, quirky, well-read and a bit like me - I like to call myself 'a superficial polymath' :)"
"294","gj4q35yzz0f","G12B","G","12","B","G12",7,-2,"male",37,"correct",NA
"295","hkq035yzwnj","L1B","L","1","B","L1",7,0,"female",25,"correct","Both situations seemed similar to me. so i was in the middle"
"296","39dz35yzomi","G7B","G","7","B","G7",7,1,"female",46,"correct","I liked to at least know the probability of it being in each."
"297","9sxb35yzy45","G11B","G","11","B","G11",7,2,"male",37,"correct","I'd rather know the odds."
"298","gq2o35yziqj","G10A","G","10","A","G10",7,2,"male",26,"correct","I figured it would be statistically best to have a 50% chance of winning, rather than the possibility of it being more probable to select a yellow ball."
"299","e8bp35yzwcm","G10A","G","10","A","G10",7,2,"male",25,"correct",NA
"300","b3fv35yz1i0","L7A","L","7","A","L7",7,3,"female",38,"correct","I would much rather know the odds, even if they aren't good, than to go in blindly."
"301","vlz635yzxeh","G8B","G","8","B","G8",7,-2,"female",34,"correct","I chose to not know the exact percentage. On one hand, of course I would want the more attractive person to be my blind date, but I also thought that knowing the exact percentage, or even just thinking too deeply about it, would be unkind to the less attractive person. Not knowing felt more like I was 'leaving it up to chance' (which maybe doesn't make sense, since the other option was a 50/50 chance, but that's what I was thinking)."
"302","zxa935yzsrk","L1A","L","1","A","L1",7,-1,"female",45,"correct",NA
"303","frln35yzpsc","G1B","G","1","B","G1",7,1,"female",42,"correct","Which choice would give the best chance for a good outcome"
"304","hgx735yzp2o","L11B","L","11","B","L11",7,0,"female",36,"correct","neither option seemed more positive than the other - in the one case, both programs had an equally likely chance of being cut, while in the other, I wouldn't have any information about the probability (which functionally works out to the same outcome). So I wouldn't care which situation I was in."
"305","0kmm35yzak2","L5B","L","5","B","L5",6,3,"female",37,"correct",NA
"306","7bth35yz8zt","G6B","G","6","B","G6",7,0,"male",41,"correct","Either way there was a possibility she'd be at the party."
"307","2z5j35yza3b","G7A","G","7","A","G7",7,0,"female",26,"correct","If it's 50/50 or some other unknown percentage, I don't really care. I can't do anything to control or change where they build the school, so I'd pick the house and location I liked better."
"308","xar735yz0f5","G5A","G","5","A","G5",7,2,"male",37,"correct",NA
"309","01i335yzdg4","L6A","L","6","A","L6",7,2,"male",34,"correct","because I do not determine their outward appearance..."
"310","zzgm35yzjvn","L11A","L","11","A","L11",7,0,"male",36,"correct","I thought both answers were pretty much the same, a 50% chance of either occurrence is just as good as having no knowledge of the probability at all."
"311","040p35yzckh","L6B","L","6","B","L6",7,0,"male",49,"correct","I was thinking it really doesn't matter because the known quantity was just 50%, so either way I'm taking a chance."
"312","nghw35yz7we","G1A","G","1","A","G1",7,0,"female",67,"correct","The lack of difference in the two choices. Either way the outcome is unknown"
"313","frdd35yzsvt","G1A","G","1","A","G1",7,2,"female",25,"correct",NA
"314","oyco35yzx8t","L8A","L","8","A","L8",7,2,"female",39,"correct","I was thinking mostly about, in a situation in which the probability is unknown, the likelihood that the probability is greater than 50%."
"315","wl1w35yz35b","L5A","L","5","A","L5",7,0,"female",55,"correct","without more specifics it doesn't seem different"
"316","vb5735yzhyd","G12A","G","12","A","G12",7,-2,"male",27,"correct","Thanks"
"317","gtzg35yzzjk","G12A","G","12","A","G12",7,0,"female",33,"correct",NA
"318","wke635yz4no","L6B","L","6","B","L6",7,1,"female",35,"correct",NA
"319","diq735yzatw","L10B","L","10","B","L10",7,0,"female",30,"correct",NA
"320","antr35yz015","L1A","L","1","A","L1",7,0,"female",29,"correct","I said I was neutral abou which situation I'd rather be in. Either way I cannot control the outcome."
"321","oago35yzerp","L9B","L","9","B","L9",7,1,"female",37,"correct",NA
"322","ib3b35yzilj","G8B","G","8","B","G8",7,0,"male",35,"correct",NA
"323","e8mi35yz2pw","G9B","G","9","B","G9",7,-2,"female",22,"correct","It would be tough to know the exact probability of the situation with my child"
"324","7wui35yz1o7","L5A","L","5","A","L5",6,-3,"male",41,"correct",NA
"325","eqiu35yzpqe","G6B","G","6","B","G6",7,0,"female",45,"correct","I chose indifferent because it seemed as though both possibilities really were saying the same thing, at least that's how I interpreted them so it really wouldn't matter either way as far as I am concerned."
"326","lcic35yz2nx","G2A","G","2","A","G2",7,2,"male",33,"correct",NA
"327","qk6v35yzjrm","L9B","L","9","B","L9",7,0,"male",29,"correct","Both scenarios were essentially the same, only stated differently."
"328","8ehg35yzn5c","L1A","L","1","A","L1",7,2,"female",48,"correct","I think the risk was better known  in the option I chose."
"329","4kvr35yztc7","L12A","L","12","A","L12",7,2,"male",38,"correct","I would rather know the odds."
"330","ifv735yz386","L9A","L","9","A","L9",6,-1,"female",28,"correct",NA
"331","dbsc35yzsuk","L12B","L","12","B","L12",7,1,"male",33,"correct",NA
"332","zfjt35yzrym","G12B","G","12","B","G12",7,-2,"male",70,"correct",NA
"333","s7gv35yzd2a","L1B","L","1","B","L1",7,-3,"male",39,"correct","I think i'd prefer the uncertainty."
"334","9w0135yzwdz","L2B","L","2","B","L2",7,-3,"female",33,"correct",NA
"335","rdj335yzd4l","L4B","L","4","B","L4",6,0,"male",30,"correct",NA
"336","zjsl35yzfaq","G1B","G","1","B","G1",7,0,"female",36,"correct","I was thinking that it wouldn't make much of a difference between A or B."
"337","o5dm35yzs2g","G6A","G","6","A","G6",7,1,"female",39,"correct","No comments at the current time."
"338","tnsw35yzfog","G6B","G","6","B","G6",7,0,"female",23,"correct",NA
"339","qyr635yzsl2","L10A","L","10","A","L10",7,-3,"female",59,"correct","Well if i  am working at the bank and know it will be closed i would spend more time worrying about looking for another job instead of just working. Maybe during that time i will meet other bankers that could be a chance for another job."
"340","jos335yz5ro","L11B","L","11","B","L11",7,-2,"male",52,"correct","I chose ""probably A"" even though the uncertainties were unknown as I feel that this will cause me to focus more on the situation and to try and dig deeper to see if I can make some high-level estimates.  In the other scenario that was 50% / 50%, that feels like a coin toss and thus, I didn't feel as if I would have any control to dig deeper and to potentially improve the odds for my school."
"341","ifph35yzvqc","G12A","G","12","A","G12",7,-2,"male",47,"correct","I don't like aids in this respect since it is not a true gauge of my abilities; but, I think I would take the option of both have some chance rather than 1 have only a 50% chance."
"342","vg7t35yzl1y","G1A","G","1","A","G1",7,0,"female",29,"correct","It didn't seem like I would feel any better either way"
"343","gnbh35yz5t8","G11A","G","11","A","G11",7,0,"male",41,"correct","I think both choices at preserve X and at preserve Y were wildly unpredictable. So either way you would end up with a 50% chance of being right and seeing the bird."
"344","bxpz35yzvyq","G3B","G","3","B","G3",7,3,"female",25,"correct",NA
"345","tks735yzv6a","G8A","G","8","A","G8",7,0,"female",52,"correct","It wouldn't matter if Personx or Persony was my date by a certain percentage but I didn't know which one, it's just the same as there being a 50/50 chance. Who it is is still unknown"
"346","zifh35yzvep","L10B","L","10","B","L10",7,-3,"female",56,"correct","It is impossible to know what the future will have in store. There was no probability stated either."
"347","mzxd35yzavo","G4A","G","4","A","G4",7,3,"female",41,"correct","I would rather have a probability of which person it was rather than no info."
"348","y21435yzcac","L6B","L","6","B","L6",7,0,"male",29,"correct",NA
"349","rckj35yz2vf","G8A","G","8","A","G8",7,3,"male",62,"correct","It would be good to know I had at least a 50% chance at the good looking date. Normally I would probably have less than 50% odds so that would be good. Plus I would just rather know the odds."
"350","7bes35yzysv","G11B","G","11","B","G11",7,0,"female",42,"correct","I was weighing out what the probability was that I would actually get to see the bird but neither choice would give me a better chance than the other so I chose no preference."
"351","v55935yzppd","L6A","L","6","A","L6",7,1,"male",32,"correct","I answered based on my own preference, and slightly preferred 50/50 because the unknown odds could be worse"
"352","r1wq35yz1qo","L3A","L","3","A","L3",7,1,"female",66,"correct","Is 50/50 chance better than not knowing anything about the split? Sort of."
"353","ep6735yzvd4","G8A","G","8","A","G8",7,0,"male",46,"correct",NA
"354","jrf135yzktz","L3A","L","3","A","L3",7,-2,"female",57,"correct","I chose the answer that I did because I don't like uncertainty. I would want to know for sure one way or the other."
"355","4p7x35yz8xe","G3B","G","3","B","G3",7,1,"female",42,"correct","I decided that having a 50/50 chance was slightly less risky than not knowing which department was favorable. I only slightly preferred that option though."
"356","1bpb35yze1c","G4A","G","4","A","G4",7,0,"female",30,"correct","50 percent x and 50 percent y."
"357","e3xh35yz8r0","L12A","L","12","A","L12",7,1,"female",55,"correct","I feel like an unlucky person, so I'd slightly prefer the odds to be even than to take the chance that the odds would be stacked against me."
"358","4oky35yzpex","L9B","L","9","B","L9",7,-2,"male",42,"correct","I would rather not be in a 50/50 decision where I have no idea which way the outcome could go. I would prefer to have the exact probability be unknown, because at least in such a scenario I should have some sense of whether the probability is closer to 20/80 or 80/20 and can adjust expectations accordingly."
"359","rn3i35yzhng","L3B","L","3","B","L3",6,0,"male",56,"correct","I knew one probability was 50% but the other one was completely unknown, it could be better or worse so I didn't feel it was different than the other 50% one."
"360","gx1835yzfpt","L3A","L","3","A","L3",7,2,"female",34,"correct",NA
"361","z0md35yz7a4","G11B","G","11","B","G11",7,0,"female",45,"correct","I was analysing the wordsmithing to detect any difference. I found none."
"362","eh7435yzieu","L5A","L","5","A","L5",7,2,"male",62,"correct",NA
"363","a1fx35yzzey","G7A","G","7","A","G7",7,2,"female",64,"correct","I'm more comfortable knowing odds than having the possibilities totally open-ended."
"364","00yu35yztnw","L9A","L","9","A","L9",7,-2,"male",59,"correct","Not knowing the probability of losing the election will keep me and the campaign team focused on trying to win the election. The alternative may bring a sense of complacency."
"365","lfu135yzfvw","G1A","G","1","A","G1",7,0,"male",29,"correct",NA
"366","m3jh35yzvo6","G1B","G","1","B","G1",7,0,"female",59,"correct",NA
"367","t80i35yz28y","L8B","L","8","B","L8",7,-1,"male",47,"correct","I was kind of in the middle of both choices. On the one hand I could choose a 50/50 probably and on the other I could chose an unknown probably. So it is a gamble as to whether it be more or less than 50/50. So I slightly leaned toward the unknown because there is a chance that the odds are better than 50/50. It is a gamble that I am only slightly excited to take."
"368","0a0o35yz8a7","G8A","G","8","A","G8",7,0,"female",31,"correct","I would rather just get to know them I guess."
"369","jvhc35yzyi1","G3A","G","3","A","G3",7,0,"female",42,"correct","I chose the answer that I did because it could have went either way and I was indifferent."
"370","hira35yzo76","L12A","L","12","A","L12",7,0,"female",41,"correct","I don't see a difference between the outcome of the scenarios either way there was a 50% chance the department I choose will have budget cuts."
"371","tv5y35yzxam","G2B","G","2","B","G2",7,0,"female",51,"correct","Both options were basically the same. In neither option did I know ahead of time which company would receive the investment funds."
"372","j05r35yz0w6","L8B","L","8","B","L8",7,1,"female",57,"correct","I chose the answer I did because I feel like having the equivalent of a coin toss is better than it being highly likely the car was damaged."
"373","2xa435yzg2n","G11A","G","11","A","G11",7,2,"female",50,"correct","5050 chance seemed more likley to see the bird"
"374","e1ev35yzd2k","G12B","G","12","B","G12",7,1,"female",44,"correct","B seems slightly better, only because a % effectiveness for both X and Y are known. However, the percentages in A might actually be higher even though they are unknown. So, B is only slightly better in my opinion."
"375","bv7335yzylr","G8B","G","8","B","G8",7,0,"female",40,"correct","It wouldn't matter as it was a chance for both."
"376","se1f35yzsb1","L5A","L","5","A","L5",7,2,"male",58,"correct","I can't win, I'll take the 50/50 chance I don't die from it."
"377","njmd35yzaj4","L3A","L","3","A","L3",7,0,"male",35,"correct","Well the answers really didn't give you one that was leaning towards the begin insect."
"378","ekpl35yzkwg","G5B","G","5","B","G5",7,-1,"male",45,"correct","I was thinking about the outcome and what would be better for me."
"379","i33f35yz3t9","L1A","L","1","A","L1",7,-1,"female",61,"correct",NA
"380","ufy035yzd5v","L6B","L","6","B","L6",7,0,"female",59,"correct",NA
"381","42vo35yzv24","G5A","G","5","A","G5",7,3,"female",34,"correct",NA
"382","kl9d35yzeqi","L2B","L","2","B","L2",7,2,"female",43,"correct","I was trying to determine the best outcome for the two given scenerios.  I thought if the other choice was made and the sides were like 80/20 for a bad lethal bite then the odds were not good.  With a 50/50 shot, you know where you stand."
"383","14c535yzpzh","G4B","G","4","B","G4",7,2,"male",30,"correct",NA
"384","dfr435yzmf0","G1B","G","1","B","G1",7,3,"male",55,"correct","I thought that in real life I would sell half of each stock investment."
"385","4b8835yz2qc","G6A","G","6","A","G6",7,3,"male",66,"correct","The second choice had no probabilities, so it seemed the odds were better with the 50/50 choice."
"386","nxzs35yze23","L9B","L","9","B","L9",7,2,"male",50,"correct","A 50/50 chance sounds more concrete (crazy, I know) than the other option."
"387","3m3435yzqr4","L3B","L","3","B","L3",7,0,"male",45,"correct","They are both bad, so I had no preference"
"388","c1bs35yzcxr","G4A","G","4","A","G4",7,2,"male",29,"correct",NA
"389","ygj935yzj6n","G9A","G","9","A","G9",7,1,"female",24,"correct","It's better to have more information than to find out one is highly unlikely when my child doesn't receive the scholarship."
"390","xpzb35yzdvl","G7B","G","7","B","G7",7,2,"male",43,"correct",NA
"391","kqtu35yzfwc","G1B","G","1","B","G1",7,3,"male",34,"correct","I would rather have a 50/ 50 chance if I had to sell one. I can at least have a 50 percent chance that my stock will skyrocket."
"392","kden35yzje0","L10B","L","10","B","L10",7,-2,"female",40,"correct","The branch that is closing is unknown. It is a risk.  I'd rather just not have a percentage of what if."
"393","8t8r35yz71r","L2B","L","2","B","L2",7,2,"female",43,"correct","It seemed like the more rational way of thinking of the situation. If the probability was unknown, I'd let my imagination get away from me and think that the snake that bit me was the poisonous one, which would make me panic. If I knew for certain that my odds were 50/50, I'd still be scared but at least I'd wouldn't imagine terrible odds."
"394","7g3t35yzlhe","L2A","L","2","A","L2",7,-1,"female",32,"correct",NA
"395","huxs35yzkgs","G11B","G","11","B","G11",7,0,"female",28,"correct",NA
"396","z4c535yzw5y","L10B","L","10","B","L10",7,3,"male",24,"correct",NA
"397","9t8135yztp0","G6A","G","6","A","G6",7,2,"female",36,"correct","I'd rather there be a 50/50 shot at them being at either party than not knowing if there's any chance of them being at one of the parties."
"398","ss6u35yz6bu","G11B","G","11","B","G11",7,0,"female",44,"correct","I would have leaned one situation over the other had a known percentage been higher than 50%. Since, based on what was known, I had an equal chance at seeing the bird at either X or Y, I had no preference about which to visit."
"399","juzi35yzmd9","L5B","L","5","B","L5",7,1,"female",50,"correct","I was actually kind of confused about the probability so I guess I'd rather have a 50/50 chance"
"400","pj7v35yzvar","G3B","G","3","B","G3",7,2,"female",36,"correct",NA
"401","n4cv35yzx1f","G11A","G","11","A","G11",5,2,"female",33,"correct","I was thinking I would prefer a scenario with percentages"
"402","lcmk35yzxhm","L2B","L","2","B","L2",7,0,"female",36,"correct","That was a truly tough situation to be in.  I really don't know what I would do or think."
"403","wufe35yzdys","L3A","L","3","A","L3",7,0,"female",32,"correct","It did not matter as which species was actually infesting the home was still unknown"
"404","pxoh35yzgwg","L12B","L","12","B","L12",6,2,"male",32,"correct",NA
"405","fqcc35yz8d2","G6A","G","6","A","G6",7,1,"female",36,"correct",NA
"406","to8i35yz6zj","G7A","G","7","A","G7",7,0,"male",30,"correct","I do not have kids nor do I plan to have kids any time soon to make use of an amazing school."
"407","nxmj35yzch2","G4A","G","4","A","G4",7,0,"male",36,"correct","I thought that a 50% chance was just as good as not knowing the probability at all, so I was indifferent."
"408","oin035yz3fg","G4A","G","4","A","G4",7,3,"male",26,"correct",NA
"409","vr6e35yzpe1","G12B","G","12","B","G12",7,0,"male",27,"correct",NA
"410","x8f335yzhee","G11A","G","11","A","G11",7,0,"female",58,"correct","Because the odds were the same of seeing the bird in either place"
"411","8d3n35yzmv8","G5B","G","5","B","G5",7,0,"female",57,"correct","I saw no difference in either choice.  One choice was definitely 50/50 nut the other one was unknown, meaning I had a 50/50 chance of getting the better protocol."
"412","u2xr35yz6w3","L6A","L","6","A","L6",7,1,"male",38,"correct",NA
"413","qaih35yzbd9","G1B","G","1","B","G1",7,0,"female",46,"correct","I could not decide which would be better for me as I did not have enough information to decide. I would have to choose mostly randomly in that case."
"414","zuey35yzhjx","L10A","L","10","A","L10",5,-2,"male",25,"correct",NA
"415","b3g235yzpxj","G2A","G","2","A","G2",7,3,"male",44,"correct","The company that receives extra funding could be the better one to be working for.  In situation A, the odds are even for which company will get the funding.  In situation B, the odds are unknown, but could be wildly uneven, so I went with A."
"416","m7zb35yzm7r","G12B","G","12","B","G12",7,2,"female",55,"correct","50-50 chance of one of them working whereas the percentage on the other one could have been like 10-90%"
"417","rj5635yzn6y","L3B","L","3","B","L3",5,0,"male",32,"correct",NA
"418","f9bv35yzatv","G10A","G","10","A","G10",7,2,"male",53,"correct",NA
"419","sbrv35yzaza","L5B","L","5","B","L5",7,-1,"female",30,"correct","I'd slightly rather there to be an unknown chance because the probability of 50/50 is too risky for me."
"420","1bbz35yzkw3","G4B","G","4","B","G4",7,0,"male",56,"correct","I wanted to choose the one that meant the one I was interested in was most likely interested in me but the choices seemed equivalent."
"421","lm3z35yzgbu","L10A","L","10","A","L10",7,-1,"female",57,"correct","I think I would just want to work hard and not have the statistical knowledge regarding liklihood of closure impacting my motivation to do my job."
"422","tz9035yzm22","G3A","G","3","A","G3",7,-2,"male",55,"correct",NA
"423","wgvk35yz4oj","L6A","L","6","A","L6",6,0,"male",39,"correct","The odds or answer seemed the same."
"424","1exb35yzzr3","L4B","L","4","B","L4",7,0,"male",30,"correct","It would not matter which answer it was because you dont know which virus you have"
"425","ixuy35yzcel","L1A","L","1","A","L1",7,0,"male",40,"correct",NA
"426","7av035yzijm","L3B","L","3","B","L3",7,2,"female",63,"correct","thinking of the question"
"427","kxnr35yzg9l","G9B","G","9","B","G9",7,1,"female",65,"correct",NA
"428","mato35yzj7x","G8B","G","8","B","G8",7,2,"female",32,"correct",NA
