content,date,exp
"{""subject"":""28ts35yzo4y"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""47"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:54:47.052865,
"{""subject"":""u7xd35yzocx"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 11:04:39.879583,
"{""subject"":""jwg335yzi16"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I was thinking how sad it is to not know about your future. I mean, you know that if you don't pick the right choice there's a 50% chance to be terminated but there is nothing you can do about it, you're not a fortune teller so you can't be certain about the branch that will stay open... It's a conundrum that won't make you sleep at night.""}",2019-03-27 07:18:12.757930,
"{""subject"":""xcw535yz0g6"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""50/50 isn't great odds - I would slightly prefer to not know the odds - that way I can at least tell myself that *Maybe* the odds are in my favor.""}",2019-03-27 20:58:03.816004,
"{""subject"":""72zt35yzjja"",""condition"":""G6A"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""either way there was not a good chance of her being at the party I chose.""}",2019-03-27 02:24:09.550579,
"{""subject"":""u7fe35yzpeu"",""condition"":""G3B"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 12:06:38.584689,
"{""subject"":""w3vu35yz3tu"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""Both ways my car was gonna get damaged, even though the first statement could equal or be worse in terms of chance it felt better not knowing what the probability of the event occurring.""}",2019-04-04 12:47:48.858205,
"{""subject"":""3bcc35yzgrv"",""condition"":""L5B"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""Both lead to inconclusive results.  Given that, there's no real benefit to knowing it's a coin flip.""}",2019-04-04 13:21:24.626113,
"{""subject"":""gn3u35yz4wr"",""condition"":""G5A"",""vignetteType"":""G"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""63"",""postquestion1"":""correct"",""postquestion2"":""flip a coin you're either or. with possibly variable ratio I may get better chance to be lucky. for the flood question I reacted to far away on a hill. sure on a hill but maybe not far away is why not 100%.""}",2019-03-27 00:23:11.773820,
"{""subject"":""vlc435yz7lp"",""condition"":""G4A"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""52"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 05:58:49.192587,
"{""subject"":""ld9i35yzzfi"",""condition"":""G1A"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:13:23.216706,
"{""subject"":""bdae35yzyz8"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""32"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 02:45:02.721262,
"{""subject"":""zsj735yztfk"",""condition"":""L9B"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""22"",""postquestion1"":""incorrect"",""postquestion2"":""""}",2019-04-04 19:06:42.741230,
"{""subject"":""dak535yzjin"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""male"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 06:13:02.516092,
"{""subject"":""akv435yzkfx"",""condition"":""G10B"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""I think a 50% chance to win $1000 is better than the other option of not knowing the % you have to draw a red ball.""}",2019-04-04 08:06:19.115928,
"{""subject"":""ntjb35yza5b"",""condition"":""G4B"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""I would assume it was 50/50 if I had no other info, making each scenario the same.""}",2019-03-27 01:47:59.767606,
"{""subject"":""6vc735yzxtx"",""condition"":""G3A"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""I selected the middle one as there is no preference""}",2019-04-04 15:18:41.314272,
"{""subject"":""iwhj35yzguz"",""condition"":""G6A"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""A"",""dummyVignetteAnswer"":""3"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:19:40.858485,
"{""subject"":""pdo535yzbts"",""condition"":""L8A"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:31:36.793224,
"{""subject"":""8r6v35yz8kf"",""condition"":""G8B"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""Because both people were attractive but it didn't really matter who I got to me. I was thinking about luck and what really mattered.""}",2019-03-27 06:13:06.359295,
"{""subject"":""ct2t35yzbi6"",""condition"":""G2A"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 05:39:39.270286,
"{""subject"":""zj0035yzbem"",""condition"":""L11A"",""vignetteType"":""L"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I was thinking that even though it was 50/50, I would still rather know the percentages.""}",2019-03-27 05:45:28.312084,
"{""subject"":""xt6o35yztny"",""condition"":""L12B"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""47"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 11:28:32.660614,
"{""subject"":""l12435yzusb"",""condition"":""L3B"",""vignetteType"":""L"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""To be in a situation, where you do have some information is far better then to be in a situation where you do not have any idea.""}",2019-03-27 11:42:55.337502,
"{""subject"":""4nyi35yzqfp"",""condition"":""L9B"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:00:25.425511,
"{""subject"":""j06x35yzx46"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""Because taking a promotion generally means more money, and I will take more money. ""}",2019-03-27 10:43:07.608275,
"{""subject"":""kcng35yz8cj"",""condition"":""G4A"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""It seems that both scenarios are equal mathematically. But I do prefer scenario A because assures me that the probability is 50%. ""}",2019-04-04 15:13:04.011550,
"{""subject"":""pr8t35yzt9f"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I've no way to know which one is going to be closed, so it's indifferent.""}",2019-03-27 06:50:40.224326,
"{""subject"":""qjcv35yzj3o"",""condition"":""G11B"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""I like known percentages usually so I leaned towards the option that gave percentages.""}",2019-04-04 14:08:54.497229,
"{""subject"":""r7x535yzk08"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""The outcome is already predetermined by who ever setup the date the % chance doesn't really matter in a sense.""}",2019-03-27 02:00:24.729661,
"{""subject"":""mo1335yzt9h"",""condition"":""L4A"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""69"",""postquestion1"":""correct"",""postquestion2"":""Slightly A because of the 50/50 factor rather than the complete unknown.""}",2019-03-27 06:49:33.445773,
"{""subject"":""v5dh35yzp34"",""condition"":""G4B"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""52"",""postquestion1"":""correct"",""postquestion2"":""To me a 50/50 chance was the same as one likes me one doesn't so it didn't matter just hope it is the right one who likes me.""}",2019-03-27 04:28:16.870620,
"{""subject"":""4yk535yz9pf"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""3"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 09:14:40.484976,
"{""subject"":""vgzc35yz8q8"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""28"",""postquestion1"":""correct"",""postquestion2"":""I would rather know that it is at least a high chance like 50 % rather then something lower like 30%""}",2019-03-27 02:39:45.196441,
"{""subject"":""scz135yznqh"",""condition"":""G8A"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 04:23:34.362696,
"{""subject"":""lebz35yz8jw"",""condition"":""G5A"",""vignetteType"":""G"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""57"",""postquestion1"":""correct"",""postquestion2"":""I was thinking at least there was half a chance one would work. The possibilities of the other could be worse or better but I chose to go with the sort of sure thing.""}",2019-04-04 09:28:49.541771,
"{""subject"":""bmzm35yzy1l"",""condition"":""G7A"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 03:26:14.553035,
"{""subject"":""8hn135yznxd"",""condition"":""G5A"",""vignetteType"":""G"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""23"",""postquestion1"":""correct"",""postquestion2"":""I don't like uncertainty so I chose the one with known probabilities ""}",2019-03-27 01:24:57.185454,
"{""subject"":""620f35yz3bg"",""condition"":""L8A"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""27"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:46:45.036980,
"{""subject"":""k8m735yzdwe"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:48:45.712470,
"{""subject"":""fm0s35yzorz"",""condition"":""L11A"",""vignetteType"":""L"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I chose the previous answer because either way, my child would be able to participate in one program even though the other may be discontinued.  ""}",2019-04-04 17:18:14.944041,
"{""subject"":""c2aq35yzf0u"",""condition"":""G9B"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 03:57:56.944735,
"{""subject"":""6qay35yz40c"",""condition"":""G3A"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""There was a 50 -50 chance for this question so i choose to be indifferent to both and just take the promotion .""}",2019-03-27 08:21:34.441146,
"{""subject"":""s7ii35yzl11"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""I did not like option B but whatever would happen my budget could still be slashed so I leaned slightly to option A. ""}",2019-03-27 13:55:31.772659,
"{""subject"":""368135yzyo4"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""50/50 seems like bad odds. ""}",2019-03-27 03:16:29.104802,
"{""subject"":""gbkj35yzwyl"",""condition"":""G9B"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""35"",""postquestion1"":""correct"",""postquestion2"":""As any action could result in either success or failure, and as the unknown condition could, at worst, offer a 50% chance of success, the decision seems arbitrary and either condition is equally likely to have a favorable outcome.""}",2019-04-03 22:29:39.250984,
"{""subject"":""6d7r35yzk3r"",""condition"":""G11B"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""27"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 22:22:02.518975,
"{""subject"":""00ie35yzthk"",""condition"":""G2A"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""male"",""age"":""35"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-08 10:13:44.930009,
"{""subject"":""mfgs35yz377"",""condition"":""L2B"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""48"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 23:01:57.604399,
"{""subject"":""6xw435yzw5b"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-08 08:20:01.479238,
"{""subject"":""betl35yz0tj"",""condition"":""G7B"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""I dont have kids and the questing did specify to act like I did. So I am indifferent. ""}",2019-03-26 23:32:52.302422,
"{""subject"":""7u4535yzqfr"",""condition"":""L8A"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""48"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 22:42:03.779896,
"{""subject"":""dpq435yzv8l"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""61"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:35:41.066297,
"{""subject"":""uujr35yzbe0"",""condition"":""G10B"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 15:12:04.032564,
"{""subject"":""m8qx35yz2sj"",""condition"":""G7A"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""57"",""postquestion1"":""correct"",""postquestion2"":""Since there was no way to know where the school would be built, I had no preference between the two neighborhoods.""}",2019-04-03 22:21:38.057469,
"{""subject"":""855535yztbm"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I honestly don't think a numerical value can be placed on this particular probability. And I was thinking why is my car uninsured.""}",2019-03-27 12:22:02.559754,
"{""subject"":""r4km35yzpaw"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:33:57.023950,
"{""subject"":""oohw35yzavb"",""condition"":""G7B"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""Either way I wouldn't know which neighborhood to choose. ""}",2019-03-26 23:36:21.008332,
"{""subject"":""qh9b35yzv1j"",""condition"":""G3A"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""32"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-04 17:57:21.029082,
"{""subject"":""fakw35yzju5"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 22:22:04.694808,
"{""subject"":""0iiv35yztum"",""condition"":""L5B"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""I would have felt more unlucky in the second situation if I had the bad pathogen, so I'd rather not know the probability at all. ""}",2019-03-27 20:10:36.158975,
"{""subject"":""9s0035yz13u"",""condition"":""L3B"",""vignetteType"":""L"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""48"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 23:08:14.685315,
"{""subject"":""4ww335yzpcd"",""condition"":""G2A"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:34:00.337293,
"{""subject"":""5jg435yzozm"",""condition"":""L5A"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 13:33:42.497171,
"{""subject"":""dmoc35yzfkk"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""Not knowing the probability isn't any better than knowing it's 50/50.""}",2019-03-26 23:35:25.826414,
"{""subject"":""iadm35yz7kw"",""condition"":""G6B"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 10:11:47.931854,
"{""subject"":""t9l635yz8rt"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:31:54.707856,
"{""subject"":""zbvw35yzip7"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:41:15.748027,
"{""subject"":""rkwd35yzhpo"",""condition"":""L4A"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""50/50 is pretty good odds. The gamble might not provide such favorable odds, at least that's how I looked at it.""}",2019-03-26 23:47:55.451976,
"{""subject"":""nxli35yzy3j"",""condition"":""L7A"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""53"",""postquestion1"":""correct"",""postquestion2"":""I like my odds of winning better knowing the % of colored balls in the urn""}",2019-03-26 23:42:36.519487,
"{""subject"":""bfbc35yz8z2"",""condition"":""L2A"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case.""}",2019-03-27 16:39:07.180083,
"{""subject"":""ok4q35yzb5r"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""32"",""postquestion1"":""correct"",""postquestion2"":""I would rather have a 50% chance of seeing the bird than an unknown chance that could be 5%""}",2019-04-08 08:29:47.906513,
"{""subject"":""2jo935yzn50"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""32"",""postquestion1"":""correct"",""postquestion2"":""I was thinking that I would rather have the possibility of the plummeting being less than 50%. A sure thing is nice, but a sure thing of 50% is not that nice.""}",2019-03-26 23:35:39.921356,
"{""subject"":""nsfj35yzin5"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""I just thought it would be equally terrible to be in any of those situations, regardless of the probabilities involved.""}",2019-03-26 23:57:33.826613,
"{""subject"":""wurj35yz1fh"",""condition"":""L9B"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""I was thinking that not knowing precisely where I stood in the election would allow me to maintain a positive state of mind for the final moments of the campaign. If I knew that it was a toss-up with the \""surprisingly\"" strong challenger, I think I would feel like I'd already done poorly and have a negative outlook.""}",2019-03-26 23:34:36.821927,
"{""subject"":""yhyw35yzo3s"",""condition"":""G12A"",""vignetteType"":""G"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""I like knowing answers when studying something. I think arbitrary answers are a bit less satisfying.""}",2019-04-03 22:31:47.132970,
"{""subject"":""rmba35yz46n"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""5"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-04-03 22:28:23.874291,
"{""subject"":""9rq335yzzlv"",""condition"":""G7A"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""32"",""postquestion1"":""correct"",""postquestion2"":""Because I knew the odds of the school being built in my neighborhood ""}",2019-04-03 22:24:38.404404,
