content,date,exp
"{""subject"":""mfta35yz8ia"",""condition"":""L4A"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:10:29.502071,
"{""subject"":""mkk635yzyvl"",""condition"":""G6B"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 18:20:31.254037,
"{""subject"":""rkmq35yztwk"",""condition"":""L5B"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 10:28:02.375847,
"{""subject"":""vwy535yzd86"",""condition"":""L11B"",""vignetteType"":""L"",""vignetteNumber"":11,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""49"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:00:32.274238,
"{""subject"":""nfxh35yza04"",""condition"":""G9B"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""While the two choices are technically the same, I didn't pick indifferent because I'd want to know for certain there was at least some chance that the endeavor my child chose could receive the scholarship.  Or even that it had a 50% chance as opposed to worse odds.  The idea that I didn't know at all, and that it could be a really small percentage, bothered me for the other option.  So, again, even though the choices were really mathematically identical, the \""certainty\"" of a 50-50 shot made me feel slightly better.""}",2019-03-27 04:15:30.936563,
"{""subject"":""qota35yzly7"",""condition"":""G3A"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""64"",""postquestion1"":""correct"",""postquestion2"":""Both options were very similar so I had no preference. Either choice would give the same results""}",2019-03-27 05:47:33.503648,
"{""subject"":""a14x35yzra4"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 13:34:25.956052,
"{""subject"":""uril35yzxwh"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 01:08:02.551535,
"{""subject"":""9qta35yzr6g"",""condition"":""L4B"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""32"",""postquestion1"":""correct"",""postquestion2"":""I guess the odds being 50-50 would make me feel worse than not knowing the odds at all. As the reality of the virus isn't something I can control, not knowing the odds would let me pretend the odds were better than they might actually be, if that makes sense.""}",2019-03-27 01:28:48.518634,
"{""subject"":""l3ac35yzqs9"",""condition"":""G4A"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""I really didn't care either way, if Y liked me it wouldn't be the end of the world but it would also make me sad to know if it was a 99% probability of them.""}",2019-03-27 09:52:15.891001,
"{""subject"":""28ts35yzo4y"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""47"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:54:47.052865,
"{""subject"":""u7xd35yzocx"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 11:04:39.879583,
"{""subject"":""jwg335yzi16"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I was thinking how sad it is to not know about your future. I mean, you know that if you don't pick the right choice there's a 50% chance to be terminated but there is nothing you can do about it, you're not a fortune teller so you can't be certain about the branch that will stay open... It's a conundrum that won't make you sleep at night.""}",2019-03-27 07:18:12.757930,
"{""subject"":""xcw535yz0g6"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""50/50 isn't great odds - I would slightly prefer to not know the odds - that way I can at least tell myself that *Maybe* the odds are in my favor.""}",2019-03-27 20:58:03.816004,
"{""subject"":""72zt35yzjja"",""condition"":""G6A"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""either way there was not a good chance of her being at the party I chose.""}",2019-03-27 02:24:09.550579,
"{""subject"":""gn3u35yz4wr"",""condition"":""G5A"",""vignetteType"":""G"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""63"",""postquestion1"":""correct"",""postquestion2"":""flip a coin you're either or. with possibly variable ratio I may get better chance to be lucky. for the flood question I reacted to far away on a hill. sure on a hill but maybe not far away is why not 100%.""}",2019-03-27 00:23:11.773820,
"{""subject"":""ld9i35yzzfi"",""condition"":""G1A"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:13:23.216706,
"{""subject"":""ntjb35yza5b"",""condition"":""G4B"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""I would assume it was 50/50 if I had no other info, making each scenario the same.""}",2019-03-27 01:47:59.767606,
"{""subject"":""iwhj35yzguz"",""condition"":""G6A"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""A"",""dummyVignetteAnswer"":""3"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:19:40.858485,
"{""subject"":""pdo535yzbts"",""condition"":""L8A"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:31:36.793224,
"{""subject"":""8r6v35yz8kf"",""condition"":""G8B"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""Because both people were attractive but it didn't really matter who I got to me. I was thinking about luck and what really mattered.""}",2019-03-27 06:13:06.359295,
"{""subject"":""zj0035yzbem"",""condition"":""L11A"",""vignetteType"":""L"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I was thinking that even though it was 50/50, I would still rather know the percentages.""}",2019-03-27 05:45:28.312084,
"{""subject"":""l12435yzusb"",""condition"":""L3B"",""vignetteType"":""L"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""To be in a situation, where you do have some information is far better then to be in a situation where you do not have any idea.""}",2019-03-27 11:42:55.337502,
"{""subject"":""4nyi35yzqfp"",""condition"":""L9B"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""7"",""gender"":""female"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:00:25.425511,
"{""subject"":""j06x35yzx46"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""Because taking a promotion generally means more money, and I will take more money. ""}",2019-03-27 10:43:07.608275,
"{""subject"":""pr8t35yzt9f"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I've no way to know which one is going to be closed, so it's indifferent.""}",2019-03-27 06:50:40.224326,
"{""subject"":""r7x535yzk08"",""condition"":""L6B"",""vignetteType"":""L"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""The outcome is already predetermined by who ever setup the date the % chance doesn't really matter in a sense.""}",2019-03-27 02:00:24.729661,
"{""subject"":""mo1335yzt9h"",""condition"":""L4A"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""69"",""postquestion1"":""correct"",""postquestion2"":""Slightly A because of the 50/50 factor rather than the complete unknown.""}",2019-03-27 06:49:33.445773,
"{""subject"":""v5dh35yzp34"",""condition"":""G4B"",""vignetteType"":""G"",""vignetteNumber"":4,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""52"",""postquestion1"":""correct"",""postquestion2"":""To me a 50/50 chance was the same as one likes me one doesn't so it didn't matter just hope it is the right one who likes me.""}",2019-03-27 04:28:16.870620,
"{""subject"":""vgzc35yz8q8"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""28"",""postquestion1"":""correct"",""postquestion2"":""I would rather know that it is at least a high chance like 50 % rather then something lower like 30%""}",2019-03-27 02:39:45.196441,
"{""subject"":""scz135yznqh"",""condition"":""G8A"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""31"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 04:23:34.362696,
"{""subject"":""bmzm35yzy1l"",""condition"":""G7A"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 03:26:14.553035,
"{""subject"":""8hn135yznxd"",""condition"":""G5A"",""vignetteType"":""G"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""23"",""postquestion1"":""correct"",""postquestion2"":""I don't like uncertainty so I chose the one with known probabilities ""}",2019-03-27 01:24:57.185454,
"{""subject"":""620f35yz3bg"",""condition"":""L8A"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""A"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""27"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:46:45.036980,
"{""subject"":""k8m735yzdwe"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 00:48:45.712470,
"{""subject"":""6qay35yz40c"",""condition"":""G3A"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""There was a 50 -50 chance for this question so i choose to be indifferent to both and just take the promotion .""}",2019-03-27 08:21:34.441146,
"{""subject"":""s7ii35yzl11"",""condition"":""L12A"",""vignetteType"":""L"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""I did not like option B but whatever would happen my budget could still be slashed so I leaned slightly to option A. ""}",2019-03-27 13:55:31.772659,
"{""subject"":""368135yzyo4"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""25"",""postquestion1"":""correct"",""postquestion2"":""50/50 seems like bad odds. ""}",2019-03-27 03:16:29.104802,
"{""subject"":""betl35yz0tj"",""condition"":""G7B"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""I dont have kids and the questing did specify to act like I did. So I am indifferent. ""}",2019-03-26 23:32:52.302422,
"{""subject"":""dpq435yzv8l"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""61"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:35:41.066297,
"{""subject"":""uujr35yzbe0"",""condition"":""G10B"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 15:12:04.032564,
"{""subject"":""855535yztbm"",""condition"":""L8B"",""vignetteType"":""L"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""39"",""postquestion1"":""correct"",""postquestion2"":""I honestly don't think a numerical value can be placed on this particular probability. And I was thinking why is my car uninsured.""}",2019-03-27 12:22:02.559754,
"{""subject"":""r4km35yzpaw"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""33"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:33:57.023950,
"{""subject"":""oohw35yzavb"",""condition"":""G7B"",""vignetteType"":""G"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""37"",""postquestion1"":""correct"",""postquestion2"":""Either way I wouldn't know which neighborhood to choose. ""}",2019-03-26 23:36:21.008332,
"{""subject"":""0iiv35yztum"",""condition"":""L5B"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""female"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""I would have felt more unlucky in the second situation if I had the bad pathogen, so I'd rather not know the probability at all. ""}",2019-03-27 20:10:36.158975,
"{""subject"":""4ww335yzpcd"",""condition"":""G2A"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:34:00.337293,
"{""subject"":""5jg435yzozm"",""condition"":""L5A"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 13:33:42.497171,
"{""subject"":""dmoc35yzfkk"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""Not knowing the probability isn't any better than knowing it's 50/50.""}",2019-03-26 23:35:25.826414,
"{""subject"":""iadm35yz7kw"",""condition"":""G6B"",""vignetteType"":""G"",""vignetteNumber"":6,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 10:11:47.931854,
"{""subject"":""t9l635yz8rt"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:31:54.707856,
"{""subject"":""zbvw35yzip7"",""condition"":""L10B"",""vignetteType"":""L"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""38"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 02:41:15.748027,
"{""subject"":""rkwd35yzhpo"",""condition"":""L4A"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""50/50 is pretty good odds. The gamble might not provide such favorable odds, at least that's how I looked at it.""}",2019-03-26 23:47:55.451976,
"{""subject"":""nxli35yzy3j"",""condition"":""L7A"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""53"",""postquestion1"":""correct"",""postquestion2"":""I like my odds of winning better knowing the % of colored balls in the urn""}",2019-03-26 23:42:36.519487,
"{""subject"":""bfbc35yz8z2"",""condition"":""L2A"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""42"",""postquestion1"":""correct"",""postquestion2"":""Not knowing the probability for the second option means that the lethal snake could have had a high probability of being the snake that bit me. I thought maybe I was better off with 50/50 in that case.""}",2019-03-27 16:39:07.180083,
"{""subject"":""2jo935yzn50"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""32"",""postquestion1"":""correct"",""postquestion2"":""I was thinking that I would rather have the possibility of the plummeting being less than 50%. A sure thing is nice, but a sure thing of 50% is not that nice.""}",2019-03-26 23:35:39.921356,
"{""subject"":""nsfj35yzin5"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""24"",""postquestion1"":""correct"",""postquestion2"":""I just thought it would be equally terrible to be in any of those situations, regardless of the probabilities involved.""}",2019-03-26 23:57:33.826613,
"{""subject"":""wurj35yz1fh"",""condition"":""L9B"",""vignetteType"":""L"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""43"",""postquestion1"":""correct"",""postquestion2"":""I was thinking that not knowing precisely where I stood in the election would allow me to maintain a positive state of mind for the final moments of the campaign. If I knew that it was a toss-up with the \""surprisingly\"" strong challenger, I think I would feel like I'd already done poorly and have a negative outlook.""}",2019-03-26 23:34:36.821927,
"{""subject"":""e34935yzog1"",""condition"":""L1A"",""vignetteType"":""L"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""22"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-25 03:47:15.138095,
"{""subject"":""d5px35yzkhg"",""condition"":""G1A"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""2"",""gender"":""male"",""age"":""29"",""postquestion1"":""correct"",""postquestion2"":""I'd rather know the odds of the stocks so I'd know what to expect. The second answer left too much to uncertainty.""}",2019-03-27 16:13:48.732028,
"{""subject"":""q7f935yzslk"",""condition"":""L5A"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""47"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:35:39.344424,
"{""subject"":""quhk35yznls"",""condition"":""G2A"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""female"",""age"":""49"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 16:03:06.062460,
"{""subject"":""a3kr35yzv3a"",""condition"":""G8B"",""vignetteType"":""G"",""vignetteNumber"":8,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""34"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 04:21:50.853687,
"{""subject"":""gxtk35yzuor"",""condition"":""G1B"",""vignetteType"":""G"",""vignetteNumber"":1,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""41"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:41:02.060546,
"{""subject"":""rknt35yzi05"",""condition"":""G12A"",""vignetteType"":""G"",""vignetteNumber"":12,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""1"",""gender"":""male"",""age"":""49"",""postquestion1"":""correct"",""postquestion2"":""I would prefer to know that I have a 50% chance of taking the correct drug no matter which one I pick. I know that statistically it wouldn't matter, since I'd have 50% chance of picking the correct one anyways. I'm just weird like that! Good luck with your study.""}",2019-03-27 13:21:22.551692,
"{""subject"":""gfes35yzg6g"",""condition"":""G3A"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""A"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""37"",""postquestion1"":""incorrect"",""postquestion2"":""""}",2019-03-26 23:40:37.796970,
"{""subject"":""2y0m35yz8aw"",""condition"":""L2B"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""female"",""age"":""72"",""postquestion1"":""correct"",""postquestion2"":""If I do not know what species bit me, it may not make much difference about probability.  On the other hand, I need to get to hospital and have it treated no matter what.""}",2019-03-27 11:45:56.706918,
"{""subject"":""g6ep35yzwjd"",""condition"":""L4A"",""vignetteType"":""L"",""vignetteNumber"":4,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""56"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 15:30:53.839885,
"{""subject"":""j3j335yzwct"",""condition"":""L5A"",""vignetteType"":""L"",""vignetteNumber"":5,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""4"",""gender"":""male"",""age"":""46"",""postquestion1"":""correct"",""postquestion2"":""50/50 isn't horrible odds when it could be like a 90% chance to have the bad one.""}",2019-03-26 23:37:43.663344,
"{""subject"":""f21s35yza93"",""condition"":""L2A"",""vignetteType"":""L"",""vignetteNumber"":2,""answerOrder"":""A"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""44"",""postquestion1"":""correct"",""postquestion2"":""I really can't think of much of a better answer here. 50/50 is no different than knowing nothing.""}",2019-03-26 23:31:32.273822,
"{""subject"":""1ipw35yzzlh"",""condition"":""L7B"",""vignetteType"":""L"",""vignetteNumber"":7,""answerOrder"":""B"",""dummyVignetteAnswer"":""6"",""vignetteAnswer"":""4"",""gender"":""female"",""age"":""35"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:51:57.275493,
"{""subject"":""b6bk35yzzeh"",""condition"":""G2B"",""vignetteType"":""G"",""vignetteNumber"":2,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""30"",""postquestion1"":""correct"",""postquestion2"":""I feel like since I was unemployed the investor funding didn't matter much. I just needed a job""}",2019-03-27 11:20:41.741199,
"{""subject"":""8jr335yzedz"",""condition"":""G5B"",""vignetteType"":""G"",""vignetteNumber"":5,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""40"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:38:09.420120,
"{""subject"":""ddqi35yzlvh"",""condition"":""G12B"",""vignetteType"":""G"",""vignetteNumber"":12,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""65"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 15:37:28.375569,
"{""subject"":""gvfu35yzvsz"",""condition"":""G9B"",""vignetteType"":""G"",""vignetteNumber"":9,""answerOrder"":""B"",""dummyVignetteAnswer"":""2"",""vignetteAnswer"":""6"",""gender"":""male"",""age"":""36"",""postquestion1"":""correct"",""postquestion2"":""50 50 odds, seemed better than not knowing the odds at all""}",2019-03-26 23:42:46.696187,
"{""subject"":""021h35yzg3d"",""condition"":""G3B"",""vignetteType"":""G"",""vignetteNumber"":3,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""3"",""gender"":""female"",""age"":""45"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-27 23:05:51.589008,
"{""subject"":""is5z35yz3vy"",""condition"":""G11A"",""vignetteType"":""G"",""vignetteNumber"":11,""answerOrder"":""A"",""dummyVignetteAnswer"":""1"",""vignetteAnswer"":""5"",""gender"":""female"",""age"":""27"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:32:13.048190,
"{""subject"":""wat035yzrsh"",""condition"":""G10B"",""vignetteType"":""G"",""vignetteNumber"":10,""answerOrder"":""B"",""dummyVignetteAnswer"":""7"",""vignetteAnswer"":""5"",""gender"":""male"",""age"":""27"",""postquestion1"":""correct"",""postquestion2"":""""}",2019-03-26 23:34:50.237022,
