content,date,exp
"{""subject"":""lfvl35yzaf7"",""gender"":""man"",""age"":""32"",""education"":""16"",""income"":""<20k"",""dummyconf"":""3"",""dummyxprob"":""85"",""dummyyprob"":""15"",""V1"":""L2"",""conf1"":""3"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L10"",""conf2"":""2"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L11"",""conf3"":""2"",""xprob3"":""30"",""yprob3"":""70"",""V4"":""L5"",""conf4"":""2"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L1"",""conf5"":""2"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G9"",""conf6"":""2"",""xprob6"":""32"",""yprob6"":""68"",""V7"":""G2"",""conf7"":""2"",""xprob7"":""60"",""yprob7"":""40"",""V8"":""G5"",""conf8"":""2"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G1"",""conf9"":""2"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G11"",""conf10"":""2"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:09:20.324259,
"{""subject"":""2w3p35yzt0q"",""gender"":""man"",""age"":""73"",""education"":""16"",""income"":""60to80k"",""dummyconf"":""3"",""dummyxprob"":""80"",""dummyyprob"":""20"",""V1"":""L11"",""conf1"":""3"",""xprob1"":""80"",""yprob1"":""20"",""V2"":""G2"",""conf2"":""3"",""xprob2"":""15"",""yprob2"":""85"",""V3"":""L5"",""conf3"":""4"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L10"",""conf4"":""3"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L1"",""conf5"":""3"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G11"",""conf6"":""4"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""G5"",""conf7"":""1"",""xprob7"":""33"",""yprob7"":""67"",""V8"":""L2"",""conf8"":""4"",""xprob8"":""80"",""yprob8"":""20"",""V9"":""G1"",""conf9"":""3"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G9"",""conf10"":""3"",""xprob10"":""25"",""yprob10"":""75""}",2021-12-13 22:09:43.791933,
"{""subject"":""4eqr35yzybm"",""gender"":""woman"",""age"":""33"",""education"":""16"",""income"":"">100k"",""dummyconf"":""3"",""dummyxprob"":""90"",""dummyyprob"":""10"",""V1"":""L11"",""conf1"":""2"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L5"",""conf2"":""2"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L1"",""conf3"":""2"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L2"",""conf4"":""3"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G11"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G9"",""conf6"":""4"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L10"",""conf7"":""2"",""xprob7"":""60"",""yprob7"":""40"",""V8"":""G1"",""conf8"":""1"",""xprob8"":""60"",""yprob8"":""40"",""V9"":""G5"",""conf9"":""2"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G2"",""conf10"":""3"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:51:40.733307,
"{""subject"":""u0gr35yzvwd"",""gender"":""woman"",""age"":""43"",""education"":""16"",""income"":""40to60K"",""dummyconf"":""3"",""dummyxprob"":""90"",""dummyyprob"":""10"",""V1"":""L10"",""conf1"":""3"",""xprob1"":""30"",""yprob1"":""70"",""V2"":""L1"",""conf2"":""2"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G11"",""conf3"":""2"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G2"",""conf4"":""0"",""xprob4"":""60"",""yprob4"":""40"",""V5"":""G9"",""conf5"":""0"",""xprob5"":""60"",""yprob5"":""40"",""V6"":""G5"",""conf6"":""2"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L11"",""conf7"":""2"",""xprob7"":""70"",""yprob7"":""30"",""V8"":""L2"",""conf8"":""2"",""xprob8"":""30"",""yprob8"":""70"",""V9"":""G1"",""conf9"":""2"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L5"",""conf10"":""0"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 22:12:11.921897,
"{""subject"":""pt5l35yzem1"",""gender"":""man"",""age"":""24"",""education"":""17"",""income"":""<20k"",""dummyconf"":""4"",""dummyxprob"":""100"",""dummyyprob"":""0"",""V1"":""L10"",""conf1"":""1"",""xprob1"":""80"",""yprob1"":""20"",""V2"":""L5"",""conf2"":""2"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G1"",""conf3"":""2"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G2"",""conf4"":""1"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L11"",""conf5"":""2"",""xprob5"":""71"",""yprob5"":""29"",""V6"":""G11"",""conf6"":""2"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L1"",""conf7"":""2"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""G9"",""conf8"":""2"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G5"",""conf9"":""2"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L2"",""conf10"":""2"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:07:02.470289,
"{""subject"":""h15q35yzx2d"",""gender"":""man"",""age"":""39"",""education"":""18"",""income"":""40to60K"",""dummyconf"":""4"",""dummyxprob"":""70"",""dummyyprob"":""30"",""V1"":""L1"",""conf1"":""3"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G11"",""conf2"":""4"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L2"",""conf3"":""3"",""xprob3"":""60"",""yprob3"":""40"",""V4"":""G9"",""conf4"":""3"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G1"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""L5"",""conf6"":""3"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""G2"",""conf7"":""3"",""xprob7"":""40"",""yprob7"":""60"",""V8"":""L10"",""conf8"":""4"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""L11"",""conf9"":""4"",""xprob9"":""10"",""yprob9"":""90"",""V10"":""G5"",""conf10"":""3"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:15:22.293586,
"{""subject"":""k5jk35yz647"",""gender"":""man"",""age"":""40"",""education"":""14"",""income"":""20to40k"",""dummyconf"":""3"",""dummyxprob"":""65"",""dummyyprob"":""35"",""V1"":""G5"",""conf1"":""3"",""xprob1"":""60"",""yprob1"":""40"",""V2"":""G1"",""conf2"":""0"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G11"",""conf3"":""2"",""xprob3"":""45"",""yprob3"":""55"",""V4"":""G9"",""conf4"":""3"",""xprob4"":""60"",""yprob4"":""40"",""V5"":""L2"",""conf5"":""3"",""xprob5"":""30"",""yprob5"":""70"",""V6"":""L11"",""conf6"":""3"",""xprob6"":""75"",""yprob6"":""25"",""V7"":""L5"",""conf7"":""2"",""xprob7"":""40"",""yprob7"":""60"",""V8"":""L1"",""conf8"":""0"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G2"",""conf9"":""3"",""xprob9"":""34"",""yprob9"":""66"",""V10"":""L10"",""conf10"":""0"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:08:40.247796,
"{""subject"":""jev335yzxis"",""gender"":""man"",""age"":""35"",""education"":""16"",""income"":""20to40k"",""dummyconf"":""3"",""dummyxprob"":""74"",""dummyyprob"":""26"",""V1"":""G5"",""conf1"":""2"",""xprob1"":""21"",""yprob1"":""79"",""V2"":""L2"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G1"",""conf3"":""2"",""xprob3"":""37"",""yprob3"":""63"",""V4"":""G9"",""conf4"":""2"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G11"",""conf5"":""1"",""xprob5"":""27"",""yprob5"":""73"",""V6"":""L5"",""conf6"":""3"",""xprob6"":""9"",""yprob6"":""91"",""V7"":""L1"",""conf7"":""2"",""xprob7"":""12"",""yprob7"":""88"",""V8"":""L10"",""conf8"":""2"",""xprob8"":""23"",""yprob8"":""77"",""V9"":""L11"",""conf9"":""2"",""xprob9"":""30"",""yprob9"":""70"",""V10"":""G2"",""conf10"":""2"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:09:15.364216,
"{""subject"":""r64z35yzpox"",""gender"":""woman"",""age"":""38"",""education"":""18"",""income"":""60to80k"",""dummyconf"":""3"",""dummyxprob"":""100"",""dummyyprob"":""0"",""V1"":""G5"",""conf1"":""0"",""xprob1"":""52"",""yprob1"":""48"",""V2"":""L2"",""conf2"":""1"",""xprob2"":""60"",""yprob2"":""40"",""V3"":""L1"",""conf3"":""1"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G11"",""conf4"":""1"",""xprob4"":""49"",""yprob4"":""51"",""V5"":""G9"",""conf5"":""0"",""xprob5"":""44"",""yprob5"":""56"",""V6"":""L10"",""conf6"":""1"",""xprob6"":""46"",""yprob6"":""54"",""V7"":""L11"",""conf7"":""0"",""xprob7"":""57"",""yprob7"":""43"",""V8"":""G2"",""conf8"":""1"",""xprob8"":""46"",""yprob8"":""54"",""V9"":""G1"",""conf9"":""0"",""xprob9"":""44"",""yprob9"":""56"",""V10"":""L5"",""conf10"":""1"",""xprob10"":""48"",""yprob10"":""52""}",2021-12-13 21:08:41.741109,
"{""subject"":""pet435yztqs"",""gender"":""woman"",""age"":""54"",""education"":""16"",""income"":""<20k"",""dummyconf"":""4"",""dummyxprob"":""89"",""dummyyprob"":""11"",""V1"":""G5"",""conf1"":""3"",""xprob1"":""5"",""yprob1"":""95"",""V2"":""G2"",""conf2"":""4"",""xprob2"":""3"",""yprob2"":""97"",""V3"":""G1"",""conf3"":""1"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L10"",""conf4"":""1"",""xprob4"":""59"",""yprob4"":""41"",""V5"":""G9"",""conf5"":""0"",""xprob5"":""49"",""yprob5"":""51"",""V6"":""G11"",""conf6"":""1"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L5"",""conf7"":""0"",""xprob7"":""25"",""yprob7"":""75"",""V8"":""L2"",""conf8"":""4"",""xprob8"":""95"",""yprob8"":""5"",""V9"":""L11"",""conf9"":""2"",""xprob9"":""70"",""yprob9"":""30"",""V10"":""L1"",""conf10"":""1"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:17:16.315473,
"{""subject"":""mc9s35yzyff"",""gender"":""woman"",""age"":""43"",""education"":""18"",""income"":""60to80k"",""dummyconf"":""3"",""dummyxprob"":""70"",""dummyyprob"":""30"",""V1"":""G5"",""conf1"":""4"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L2"",""conf2"":""3"",""xprob2"":""40"",""yprob2"":""60"",""V3"":""G1"",""conf3"":""1"",""xprob3"":""11"",""yprob3"":""89"",""V4"":""G11"",""conf4"":""4"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L5"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""L10"",""conf6"":""2"",""xprob6"":""40"",""yprob6"":""60"",""V7"":""G2"",""conf7"":""2"",""xprob7"":""45"",""yprob7"":""55"",""V8"":""G9"",""conf8"":""4"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""L1"",""conf9"":""2"",""xprob9"":""5"",""yprob9"":""95"",""V10"":""L11"",""conf10"":""3"",""xprob10"":""45"",""yprob10"":""55""}",2021-12-13 21:07:28.477118,
"{""subject"":""ngxs35yz0bx"",""gender"":""man"",""age"":""29"",""education"":""18"",""income"":"">100k"",""dummyconf"":""4"",""dummyxprob"":""95"",""dummyyprob"":""5"",""V1"":""L1"",""conf1"":""0"",""xprob1"":""10"",""yprob1"":""90"",""V2"":""G9"",""conf2"":""0"",""xprob2"":""45"",""yprob2"":""55"",""V3"":""L2"",""conf3"":""1"",""xprob3"":""30"",""yprob3"":""70"",""V4"":""G11"",""conf4"":""0"",""xprob4"":""45"",""yprob4"":""55"",""V5"":""G1"",""conf5"":""1"",""xprob5"":""5"",""yprob5"":""95"",""V6"":""L5"",""conf6"":""0"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""G2"",""conf7"":""1"",""xprob7"":""20"",""yprob7"":""80"",""V8"":""L10"",""conf8"":""0"",""xprob8"":""20"",""yprob8"":""80"",""V9"":""L11"",""conf9"":""1"",""xprob9"":""65"",""yprob9"":""35"",""V10"":""G5"",""conf10"":""0"",""xprob10"":""60"",""yprob10"":""40""}",2021-12-13 21:27:05.776907,
"{""subject"":""k3y335yzhg1"",""gender"":""man"",""age"":""42"",""education"":""14"",""income"":""40to60K"",""dummyconf"":""4"",""dummyxprob"":""97"",""dummyyprob"":""3"",""V1"":""L1"",""conf1"":""2"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L11"",""conf2"":""3"",""xprob2"":""69"",""yprob2"":""31"",""V3"":""L10"",""conf3"":""3"",""xprob3"":""35"",""yprob3"":""65"",""V4"":""L5"",""conf4"":""1"",""xprob4"":""53"",""yprob4"":""47"",""V5"":""G2"",""conf5"":""4"",""xprob5"":""10"",""yprob5"":""90"",""V6"":""G9"",""conf6"":""0"",""xprob6"":""14"",""yprob6"":""86"",""V7"":""G1"",""conf7"":""3"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""G5"",""conf8"":""3"",""xprob8"":""53"",""yprob8"":""47"",""V9"":""L2"",""conf9"":""3"",""xprob9"":""13"",""yprob9"":""87"",""V10"":""G11"",""conf10"":""2"",""xprob10"":""5"",""yprob10"":""95""}",2021-12-13 21:17:19.030501,
"{""subject"":""n9j035yzk4u"",""gender"":""man"",""age"":""25"",""education"":""14"",""income"":""80to100k"",""dummyconf"":""3"",""dummyxprob"":""75"",""dummyyprob"":""25"",""V1"":""L5"",""conf1"":""1"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L10"",""conf2"":""2"",""xprob2"":""20"",""yprob2"":""80"",""V3"":""G2"",""conf3"":""3"",""xprob3"":""10"",""yprob3"":""90"",""V4"":""G1"",""conf4"":""4"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G5"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G9"",""conf6"":""3"",""xprob6"":""70"",""yprob6"":""30"",""V7"":""L2"",""conf7"":""4"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""L1"",""conf8"":""4"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G11"",""conf9"":""4"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L11"",""conf10"":""3"",""xprob10"":""80"",""yprob10"":""20""}",2021-12-13 21:44:30.380600,
"{""subject"":""a7tj35yzhi0"",""gender"":""man"",""age"":""28"",""education"":"" 16"",""income"":""40to60K"",""dummyconf"":""4"",""dummyxprob"":""80"",""dummyyprob"":""20"",""V1"":""G9"",""conf1"":""4"",""xprob1"":""100"",""yprob1"":""0"",""V2"":""L5"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G2"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G1"",""conf4"":""3"",""xprob4"":""1"",""yprob4"":""99"",""V5"":""G11"",""conf5"":""4"",""xprob5"":""100"",""yprob5"":""0"",""V6"":""L11"",""conf6"":""0"",""xprob6"":""10"",""yprob6"":""90"",""V7"":""G5"",""conf7"":""3"",""xprob7"":""100"",""yprob7"":""0"",""V8"":""L10"",""conf8"":""3"",""xprob8"":""1"",""yprob8"":""99"",""V9"":""L1"",""conf9"":""3"",""xprob9"":""1"",""yprob9"":""99"",""V10"":""L2"",""conf10"":""3"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:27:06.472628,
"{""subject"":""h42h35yzdvl"",""gender"":""man"",""age"":""49"",""education"":""17"",""income"":""80to100k"",""dummyconf"":""4"",""dummyxprob"":""95"",""dummyyprob"":""5"",""V1"":""L10"",""conf1"":""3"",""xprob1"":""25"",""yprob1"":""75"",""V2"":""G11"",""conf2"":""4"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L2"",""conf3"":""3"",""xprob3"":""20"",""yprob3"":""80"",""V4"":""G5"",""conf4"":""4"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L1"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G9"",""conf6"":""4"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L11"",""conf7"":""3"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""L5"",""conf8"":""4"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G1"",""conf9"":""4"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G2"",""conf10"":""3"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:20:00.083260,
"{""subject"":""7m6n35yz2du"",""gender"":""man"",""age"":""53"",""education"":""8"",""income"":""<20k"",""dummyconf"":""3"",""dummyxprob"":""90"",""dummyyprob"":""10"",""V1"":""L11"",""conf1"":""0"",""xprob1"":""60"",""yprob1"":""40"",""V2"":""G5"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L1"",""conf3"":""0"",""xprob3"":""45"",""yprob3"":""55"",""V4"":""L10"",""conf4"":""0"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G9"",""conf5"":""0"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G2"",""conf6"":""1"",""xprob6"":""60"",""yprob6"":""40"",""V7"":""G1"",""conf7"":""2"",""xprob7"":""30"",""yprob7"":""70"",""V8"":""L5"",""conf8"":""0"",""xprob8"":""55"",""yprob8"":""45"",""V9"":""G11"",""conf9"":""3"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L2"",""conf10"":""2"",""xprob10"":""70"",""yprob10"":""30""}",2021-12-13 21:16:28.247636,
"{""subject"":""k7c535yz7bj"",""gender"":""man"",""age"":""37"",""education"":""15"",""income"":""60to80k"",""dummyconf"":""3"",""dummyxprob"":""15"",""dummyyprob"":""85"",""V1"":""G5"",""conf1"":""3"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L2"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L11"",""conf3"":""3"",""xprob3"":""80"",""yprob3"":""20"",""V4"":""L10"",""conf4"":""3"",""xprob4"":""10"",""yprob4"":""90"",""V5"":""G1"",""conf5"":""4"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G9"",""conf6"":""3"",""xprob6"":""75"",""yprob6"":""25"",""V7"":""G2"",""conf7"":""3"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""G11"",""conf8"":""3"",""xprob8"":""100"",""yprob8"":""0"",""V9"":""L1"",""conf9"":""4"",""xprob9"":""100"",""yprob9"":""0"",""V10"":""L5"",""conf10"":""4"",""xprob10"":""90"",""yprob10"":""10""}",2021-12-13 21:02:36.058877,
"{""subject"":""4zum35yz299"",""gender"":""man"",""age"":""39"",""education"":""16"",""income"":""20to40k"",""dummyconf"":""2"",""dummyxprob"":""75"",""dummyyprob"":""25"",""V1"":""G2"",""conf1"":""2"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L1"",""conf2"":""0"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G11"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L5"",""conf4"":""0"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G9"",""conf5"":""0"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""L11"",""conf6"":""0"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""G1"",""conf7"":""0"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""L10"",""conf8"":""0"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""L2"",""conf9"":""0"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G5"",""conf10"":""0"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 21:02:18.949865,
"{""subject"":""053e35yzfpv"",""gender"":""woman"",""age"":""31"",""education"":""18"",""income"":""60to80k"",""dummyconf"":""3"",""dummyxprob"":""95"",""dummyyprob"":""5"",""V1"":""L1"",""conf1"":""0"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""G9"",""conf2"":""0"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L5"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G11"",""conf4"":""0"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""G2"",""conf5"":""1"",""xprob5"":""65"",""yprob5"":""35"",""V6"":""L11"",""conf6"":""1"",""xprob6"":""60"",""yprob6"":""40"",""V7"":""G1"",""conf7"":""0"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""L10"",""conf8"":""0"",""xprob8"":""10"",""yprob8"":""90"",""V9"":""G5"",""conf9"":""0"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L2"",""conf10"":""3"",""xprob10"":""10"",""yprob10"":""90""}",2021-12-13 21:28:09.410613,
"{""subject"":""y5uv35yzw6e"",""gender"":""woman"",""age"":""36"",""education"":""17"",""income"":""40to60K"",""dummyconf"":""4"",""dummyxprob"":""95"",""dummyyprob"":""5"",""V1"":""L1"",""conf1"":""0"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L5"",""conf2"":""2"",""xprob2"":""80"",""yprob2"":""20"",""V3"":""L2"",""conf3"":""2"",""xprob3"":""30"",""yprob3"":""70"",""V4"":""G9"",""conf4"":""2"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L10"",""conf5"":""0"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G11"",""conf6"":""3"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""L11"",""conf7"":""1"",""xprob7"":""60"",""yprob7"":""40"",""V8"":""G5"",""conf8"":""0"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G2"",""conf9"":""3"",""xprob9"":""30"",""yprob9"":""70"",""V10"":""G1"",""conf10"":""1"",""xprob10"":""50"",""yprob10"":""50""}",2021-12-13 22:33:30.543394,
"{""subject"":""uecp35yz5fb"",""gender"":""woman"",""age"":""51"",""education"":""2"",""income"":""20to40k"",""dummyconf"":""3"",""dummyxprob"":""85"",""dummyyprob"":""15"",""V1"":""L11"",""conf1"":""1"",""xprob1"":""30"",""yprob1"":""70"",""V2"":""G11"",""conf2"":""2"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L5"",""conf3"":""3"",""xprob3"":""95"",""yprob3"":""5"",""V4"":""L1"",""conf4"":""0"",""xprob4"":""60"",""yprob4"":""40"",""V5"":""L10"",""conf5"":""4"",""xprob5"":""1"",""yprob5"":""99"",""V6"":""G2"",""conf6"":""3"",""xprob6"":""10"",""yprob6"":""90"",""V7"":""G5"",""conf7"":""2"",""xprob7"":""1"",""yprob7"":""99"",""V8"":""G9"",""conf8"":""1"",""xprob8"":""10"",""yprob8"":""90"",""V9"":""G1"",""conf9"":""1"",""xprob9"":""45"",""yprob9"":""55"",""V10"":""L2"",""conf10"":""4"",""xprob10"":""1"",""yprob10"":""99""}",2021-12-13 21:27:46.037532,
"{""subject"":""cect35yzrk3"",""gender"":""man"",""age"":""39"",""education"":""15"",""income"":""60to80k"",""dummyconf"":""3"",""dummyxprob"":""85"",""dummyyprob"":""15"",""V1"":""G2"",""conf1"":""2"",""xprob1"":""40"",""yprob1"":""60"",""V2"":""L5"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L1"",""conf3"":""4"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""G11"",""conf4"":""4"",""xprob4"":""50"",""yprob4"":""50"",""V5"":""L2"",""conf5"":""2"",""xprob5"":""35"",""yprob5"":""65"",""V6"":""L10"",""conf6"":""3"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""G1"",""conf7"":""3"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""G9"",""conf8"":""3"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G5"",""conf9"":""4"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""L11"",""conf10"":""2"",""xprob10"":""65"",""yprob10"":""35""}",2021-12-13 21:23:53.025071,
"{""subject"":""9j2135yzy9s"",""gender"":""man"",""age"":""44"",""education"":""16"",""income"":""60to80k"",""dummyconf"":""3"",""dummyxprob"":""77"",""dummyyprob"":""23"",""V1"":""L1"",""conf1"":""0"",""xprob1"":""25"",""yprob1"":""75"",""V2"":""G5"",""conf2"":""3"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""G11"",""conf3"":""2"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L2"",""conf4"":""2"",""xprob4"":""30"",""yprob4"":""70"",""V5"":""G9"",""conf5"":""2"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""L5"",""conf6"":""2"",""xprob6"":""50"",""yprob6"":""50"",""V7"":""G1"",""conf7"":""0"",""xprob7"":""25"",""yprob7"":""75"",""V8"":""L10"",""conf8"":""0"",""xprob8"":""29"",""yprob8"":""71"",""V9"":""L11"",""conf9"":""0"",""xprob9"":""38"",""yprob9"":""62"",""V10"":""G2"",""conf10"":""2"",""xprob10"":""39"",""yprob10"":""61""}",2021-12-13 21:23:07.463624,
"{""subject"":""piv335yz6mz"",""gender"":""man"",""age"":""33"",""education"":""18"",""income"":"">100k"",""dummyconf"":""1"",""dummyxprob"":""83"",""dummyyprob"":""17"",""V1"":""L2"",""conf1"":""0"",""xprob1"":""50"",""yprob1"":""50"",""V2"":""L11"",""conf2"":""0"",""xprob2"":""49"",""yprob2"":""51"",""V3"":""L1"",""conf3"":""0"",""xprob3"":""50"",""yprob3"":""50"",""V4"":""L5"",""conf4"":""0"",""xprob4"":""49"",""yprob4"":""51"",""V5"":""G11"",""conf5"":""0"",""xprob5"":""50"",""yprob5"":""50"",""V6"":""G2"",""conf6"":""0"",""xprob6"":""43"",""yprob6"":""57"",""V7"":""G1"",""conf7"":""0"",""xprob7"":""50"",""yprob7"":""50"",""V8"":""L10"",""conf8"":""0"",""xprob8"":""50"",""yprob8"":""50"",""V9"":""G9"",""conf9"":""0"",""xprob9"":""49"",""yprob9"":""51"",""V10"":""G5"",""conf10"":""0"",""xprob10"":""51"",""yprob10"":""49""}",2021-12-13 21:02:04.869032,
"{""subject"":""3xm135yzzea"",""gender"":""man"",""age"":""37"",""education"":""16"",""income"":""60to80k"",""dummyconf"":""2"",""dummyxprob"":""68"",""dummyyprob"":""32"",""V1"":""L1"",""conf1"":""1"",""xprob1"":""33"",""yprob1"":""67"",""V2"":""G5"",""conf2"":""0"",""xprob2"":""50"",""yprob2"":""50"",""V3"":""L10"",""conf3"":""2"",""xprob3"":""10"",""yprob3"":""90"",""V4"":""L2"",""conf4"":""3"",""xprob4"":""92"",""yprob4"":""8"",""V5"":""G11"",""conf5"":""2"",""xprob5"":""51"",""yprob5"":""49"",""V6"":""G9"",""conf6"":""3"",""xprob6"":""51"",""yprob6"":""49"",""V7"":""L11"",""conf7"":""2"",""xprob7"":""17"",""yprob7"":""83"",""V8"":""G1"",""conf8"":""2"",""xprob8"":""8"",""yprob8"":""92"",""V9"":""L5"",""conf9"":""3"",""xprob9"":""50"",""yprob9"":""50"",""V10"":""G2"",""conf10"":""2"",""xprob10"":""18"",""yprob10"":""82""}",2021-12-13 21:09:11.836655,
