subject,gender,age,education,income,dummyVignetteAnswer,trialn,vignette,response,resp_order
8uji35yzllw,man,38,16,20to40k,7,9,L11,3,B
8uji35yzllw,man,38,16,20to40k,7,10,G1,6,B
lu2j35yzwjm,man,43,12,20to40k,7,1,L5,1,B
lu2j35yzwjm,man,43,12,20to40k,7,2,L10,7,A
lu2j35yzwjm,man,43,12,20to40k,7,3,G1,7,B
lu2j35yzwjm,man,43,12,20to40k,7,4,L2,7,B
lu2j35yzwjm,man,43,12,20to40k,7,5,G5,2,A
lu2j35yzwjm,man,43,12,20to40k,7,6,G11,7,B
lu2j35yzwjm,man,43,12,20to40k,7,7,L1,7,B
lu2j35yzwjm,man,43,12,20to40k,7,8,G9,6,A
lu2j35yzwjm,man,43,12,20to40k,7,9,L11,7,A
lu2j35yzwjm,man,43,12,20to40k,7,10,G2,7,B
rf6s35yz2lr,woman,33,16,>100k,7,1,G2,7,B
rf6s35yz2lr,woman,33,16,>100k,7,2,L5,1,A
rf6s35yz2lr,woman,33,16,>100k,7,3,G1,1,A
rf6s35yz2lr,woman,33,16,>100k,7,4,G9,7,B
rf6s35yz2lr,woman,33,16,>100k,7,5,L2,1,B
rf6s35yz2lr,woman,33,16,>100k,7,6,L11,1,B
rf6s35yz2lr,woman,33,16,>100k,7,7,G5,7,B
rf6s35yz2lr,woman,33,16,>100k,7,8,L1,7,A
rf6s35yz2lr,woman,33,16,>100k,7,9,G11,7,B
rf6s35yz2lr,woman,33,16,>100k,7,10,L10,7,A
dl2o35yztro,man,37,14,20to40k,7,1,G5,4,A
dl2o35yztro,man,37,14,20to40k,7,2,G1,4,A
dl2o35yztro,man,37,14,20to40k,7,3,L2,4,B
dl2o35yztro,man,37,14,20to40k,7,4,G11,4,A
dl2o35yztro,man,37,14,20to40k,7,5,G9,4,A
dl2o35yztro,man,37,14,20to40k,7,6,L10,4,B
dl2o35yztro,man,37,14,20to40k,7,7,L11,4,B
dl2o35yztro,man,37,14,20to40k,7,8,G2,4,B
dl2o35yztro,man,37,14,20to40k,7,9,L1,4,B
dl2o35yztro,man,37,14,20to40k,7,10,L5,4,B
tc3i35yzgs1,woman,63,16,20to40k,7,1,G1,6,A
tc3i35yzgs1,woman,63,16,20to40k,7,2,L5,6,B
tc3i35yzgs1,woman,63,16,20to40k,7,3,G11,6,B
tc3i35yzgs1,woman,63,16,20to40k,7,4,L10,6,A
tc3i35yzgs1,woman,63,16,20to40k,7,5,L2,2,B
tc3i35yzgs1,woman,63,16,20to40k,7,6,L1,6,A
tc3i35yzgs1,woman,63,16,20to40k,7,7,G5,2,A
tc3i35yzgs1,woman,63,16,20to40k,7,8,L11,2,B
tc3i35yzgs1,woman,63,16,20to40k,7,9,G2,1,B
tc3i35yzgs1,woman,63,16,20to40k,7,10,G9,2,B
ujsj35yz2jv,woman,33,15,40to60K,7,1,L1,5,B
ujsj35yz2jv,woman,33,15,40to60K,7,2,G2,4,A
ujsj35yz2jv,woman,33,15,40to60K,7,3,G9,6,B
ujsj35yz2jv,woman,33,15,40to60K,7,4,L11,3,A
ujsj35yz2jv,woman,33,15,40to60K,7,5,L5,5,A
ujsj35yz2jv,woman,33,15,40to60K,7,6,L2,2,B
ujsj35yz2jv,woman,33,15,40to60K,7,7,L10,5,B
ujsj35yz2jv,woman,33,15,40to60K,7,8,G11,6,B
ujsj35yz2jv,woman,33,15,40to60K,7,9,G1,1,A
ujsj35yz2jv,woman,33,15,40to60K,7,10,G5,7,B
jvkk35yz1mp,man,31,13,20to40k,7,1,G9,6,A
jvkk35yz1mp,man,31,13,20to40k,7,2,G11,7,B
jvkk35yz1mp,man,31,13,20to40k,7,3,L1,3,A
jvkk35yz1mp,man,31,13,20to40k,7,4,G2,6,B
jvkk35yz1mp,man,31,13,20to40k,7,5,L10,2,B
jvkk35yz1mp,man,31,13,20to40k,7,6,G5,4,B
jvkk35yz1mp,man,31,13,20to40k,7,7,L11,2,B
jvkk35yz1mp,man,31,13,20to40k,7,8,G1,7,B
jvkk35yz1mp,man,31,13,20to40k,7,9,L2,2,B
jvkk35yz1mp,man,31,13,20to40k,7,10,L5,2,B
ykcx35yzbfo,man,71,20,40to60K,7,1,L2,2,B
ykcx35yzbfo,man,71,20,40to60K,7,2,L5,2,B
ykcx35yzbfo,man,71,20,40to60K,7,3,L1,2,A
ykcx35yzbfo,man,71,20,40to60K,7,4,L11,2,B
ykcx35yzbfo,man,71,20,40to60K,7,5,G9,2,B
ykcx35yzbfo,man,71,20,40to60K,7,6,G5,2,B
ykcx35yzbfo,man,71,20,40to60K,7,7,G1,2,B
ykcx35yzbfo,man,71,20,40to60K,7,8,L10,6,A
ykcx35yzbfo,man,71,20,40to60K,7,9,G2,6,A
ykcx35yzbfo,man,71,20,40to60K,7,10,G11,2,B
47le35yzg3c,man,35,22,>100k,7,1,L1,1,A
47le35yzg3c,man,35,22,>100k,7,2,L10,1,A
47le35yzg3c,man,35,22,>100k,7,3,G9,1,A
47le35yzg3c,man,35,22,>100k,7,4,G5,7,B
47le35yzg3c,man,35,22,>100k,7,5,G2,7,B
47le35yzg3c,man,35,22,>100k,7,6,L11,7,B
47le35yzg3c,man,35,22,>100k,7,7,G1,7,B
47le35yzg3c,man,35,22,>100k,7,8,G11,7,B
47le35yzg3c,man,35,22,>100k,7,9,L2,1,A
47le35yzg3c,man,35,22,>100k,7,10,L5,7,B
zwzj35yzgx5,man,35,18,60to80k,7,1,G1,5,B
zwzj35yzgx5,man,35,18,60to80k,7,2,L2,5,A
zwzj35yzgx5,man,35,18,60to80k,7,3,G9,5,B
zwzj35yzgx5,man,35,18,60to80k,7,4,G5,5,B
zwzj35yzgx5,man,35,18,60to80k,7,5,L1,3,A
zwzj35yzgx5,man,35,18,60to80k,7,6,L11,3,A
zwzj35yzgx5,man,35,18,60to80k,7,7,G11,3,A
zwzj35yzgx5,man,35,18,60to80k,7,8,G2,3,B
zwzj35yzgx5,man,35,18,60to80k,7,9,L10,3,A
zwzj35yzgx5,man,35,18,60to80k,7,10,L5,3,A
7fmf35yzb42,woman,42,12,<20k,7,1,L5,4,B
7fmf35yzb42,woman,42,12,<20k,7,2,L10,5,A
7fmf35yzb42,woman,42,12,<20k,7,3,G2,4,B
7fmf35yzb42,woman,42,12,<20k,7,4,L1,5,A
7fmf35yzb42,woman,42,12,<20k,7,5,G11,4,B
7fmf35yzb42,woman,42,12,<20k,7,6,L11,5,A
7fmf35yzb42,woman,42,12,<20k,7,7,G5,4,A
7fmf35yzb42,woman,42,12,<20k,7,8,G9,4,A
7fmf35yzb42,woman,42,12,<20k,7,9,G1,4,A
7fmf35yzb42,woman,42,12,<20k,7,10,L2,5,A
zbzo35yzfcq,woman,66,22,40to60K,7,1,L1,1,A
zbzo35yzfcq,woman,66,22,40to60K,7,2,G5,4,A
zbzo35yzfcq,woman,66,22,40to60K,7,3,G11,7,B
zbzo35yzfcq,woman,66,22,40to60K,7,4,G9,1,A
zbzo35yzfcq,woman,66,22,40to60K,7,5,G2,1,A
zbzo35yzfcq,woman,66,22,40to60K,7,6,L10,1,A
zbzo35yzfcq,woman,66,22,40to60K,7,7,L11,7,B
zbzo35yzfcq,woman,66,22,40to60K,7,8,L5,4,B
zbzo35yzfcq,woman,66,22,40to60K,7,9,L2,1,A
zbzo35yzfcq,woman,66,22,40to60K,7,10,G1,4,A
xc0e35yzmwc,man,31,18,20to40k,7,1,G5,1,A
xc0e35yzmwc,man,31,18,20to40k,7,2,G11,7,B
xc0e35yzmwc,man,31,18,20to40k,7,3,L1,1,A
xc0e35yzmwc,man,31,18,20to40k,7,4,G9,2,B
xc0e35yzmwc,man,31,18,20to40k,7,5,L5,1,A
xc0e35yzmwc,man,31,18,20to40k,7,6,G2,6,A
xc0e35yzmwc,man,31,18,20to40k,7,7,L11,2,A
xc0e35yzmwc,man,31,18,20to40k,7,8,L10,1,B
xc0e35yzmwc,man,31,18,20to40k,7,9,G1,1,A
xc0e35yzmwc,man,31,18,20to40k,7,10,L2,4,A
jdmg35yzojb,man,39,15,60to80k,7,1,G5,4,B
jdmg35yzojb,man,39,15,60to80k,7,2,L2,3,B
jdmg35yzojb,man,39,15,60to80k,7,3,L10,6,A
jdmg35yzojb,man,39,15,60to80k,7,4,L1,2,B
jdmg35yzojb,man,39,15,60to80k,7,5,G9,6,A
jdmg35yzojb,man,39,15,60to80k,7,6,L5,5,A
jdmg35yzojb,man,39,15,60to80k,7,7,G2,2,A
jdmg35yzojb,man,39,15,60to80k,7,8,L11,6,A
jdmg35yzojb,man,39,15,60to80k,7,9,G11,4,A
jdmg35yzojb,man,39,15,60to80k,7,10,G1,3,B
z8zs35yznpa,woman,40,16,80to100k,6,1,G5,6,B
z8zs35yznpa,woman,40,16,80to100k,6,2,L11,2,B
z8zs35yznpa,woman,40,16,80to100k,6,3,G2,2,B
z8zs35yznpa,woman,40,16,80to100k,6,4,G1,5,B
z8zs35yznpa,woman,40,16,80to100k,6,5,G9,5,B
z8zs35yznpa,woman,40,16,80to100k,6,6,L5,2,B
z8zs35yznpa,woman,40,16,80to100k,6,7,L2,5,A
z8zs35yznpa,woman,40,16,80to100k,6,8,G11,2,A
z8zs35yznpa,woman,40,16,80to100k,6,9,L1,6,A
z8zs35yznpa,woman,40,16,80to100k,6,10,L10,6,A
doa635yzv22,man,65,16,20to40k,7,1,G1,1,A
doa635yzv22,man,65,16,20to40k,7,2,L5,1,A
doa635yzv22,man,65,16,20to40k,7,3,G2,7,B
doa635yzv22,man,65,16,20to40k,7,4,G11,7,A
doa635yzv22,man,65,16,20to40k,7,5,G9,4,B
doa635yzv22,man,65,16,20to40k,7,6,L1,1,A
doa635yzv22,man,65,16,20to40k,7,7,L11,7,B
doa635yzv22,man,65,16,20to40k,7,8,G5,7,B
doa635yzv22,man,65,16,20to40k,7,9,L10,4,B
doa635yzv22,man,65,16,20to40k,7,10,L2,1,A
uw5r35yzxlr,man,35,16,40to60K,7,1,L2,4,B
uw5r35yzxlr,man,35,16,40to60K,7,2,L5,4,B
uw5r35yzxlr,man,35,16,40to60K,7,3,L1,3,A
uw5r35yzxlr,man,35,16,40to60K,7,4,G9,5,B
uw5r35yzxlr,man,35,16,40to60K,7,5,G2,2,B
uw5r35yzxlr,man,35,16,40to60K,7,6,L10,5,B
uw5r35yzxlr,man,35,16,40to60K,7,7,G11,6,B
uw5r35yzxlr,man,35,16,40to60K,7,8,G5,5,B
uw5r35yzxlr,man,35,16,40to60K,7,9,G1,6,B
uw5r35yzxlr,man,35,16,40to60K,7,10,L11,5,A
nc6n35yztxp,man,34,13,<20k,6,1,G1,2,A
nc6n35yztxp,man,34,13,<20k,6,2,G5,2,B
nc6n35yztxp,man,34,13,<20k,6,3,L2,2,B
nc6n35yztxp,man,34,13,<20k,6,4,L10,6,B
nc6n35yztxp,man,34,13,<20k,6,5,G9,3,B
nc6n35yztxp,man,34,13,<20k,6,6,L5,6,A
nc6n35yztxp,man,34,13,<20k,6,7,G11,3,A
nc6n35yztxp,man,34,13,<20k,6,8,L11,2,B
nc6n35yztxp,man,34,13,<20k,6,9,L1,2,A
nc6n35yztxp,man,34,13,<20k,6,10,G2,5,A
cxg935yz7jy,woman,30,14,80to100k,7,1,G9,6,A
cxg935yz7jy,woman,30,14,80to100k,7,2,G2,5,B
cxg935yz7jy,woman,30,14,80to100k,7,3,L5,3,A
cxg935yz7jy,woman,30,14,80to100k,7,4,G11,5,B
cxg935yz7jy,woman,30,14,80to100k,7,5,L1,3,A
cxg935yz7jy,woman,30,14,80to100k,7,6,L11,5,A
cxg935yz7jy,woman,30,14,80to100k,7,7,L10,5,A
cxg935yz7jy,woman,30,14,80to100k,7,8,G5,6,B
cxg935yz7jy,woman,30,14,80to100k,7,9,L2,5,A
cxg935yz7jy,woman,30,14,80to100k,7,10,G1,2,B
1r3q35yzn6t,man,28,16,20to40k,7,1,G5,5,A
1r3q35yzn6t,man,28,16,20to40k,7,2,L2,6,A
1r3q35yzn6t,man,28,16,20to40k,7,3,L10,6,A
1r3q35yzn6t,man,28,16,20to40k,7,4,G1,7,B
1r3q35yzn6t,man,28,16,20to40k,7,5,L11,3,B
1r3q35yzn6t,man,28,16,20to40k,7,6,G11,4,A
1r3q35yzn6t,man,28,16,20to40k,7,7,G2,2,A
1r3q35yzn6t,man,28,16,20to40k,7,8,L5,6,A
1r3q35yzn6t,man,28,16,20to40k,7,9,L1,1,A
1r3q35yzn6t,man,28,16,20to40k,7,10,G9,6,A
n81s35yz183,man,24,12,20to40k,6,1,L5,2,B
n81s35yz183,man,24,12,20to40k,6,2,G11,1,B
n81s35yz183,man,24,12,20to40k,6,3,G2,6,A
n81s35yz183,man,24,12,20to40k,6,4,L1,2,A
n81s35yz183,man,24,12,20to40k,6,5,G5,2,B
n81s35yz183,man,24,12,20to40k,6,6,L10,7,A
n81s35yz183,man,24,12,20to40k,6,7,L2,7,A
n81s35yz183,man,24,12,20to40k,6,8,G1,7,B
n81s35yz183,man,24,12,20to40k,6,9,L11,7,A
n81s35yz183,man,24,12,20to40k,6,10,G9,7,A
85as35yzmnw,man,29,18,>100k,7,1,G11,1,A
85as35yzmnw,man,29,18,>100k,7,2,G2,1,A
85as35yzmnw,man,29,18,>100k,7,3,G9,2,B
85as35yzmnw,man,29,18,>100k,7,4,G1,7,B
85as35yzmnw,man,29,18,>100k,7,5,G5,2,A
85as35yzmnw,man,29,18,>100k,7,6,L11,7,A
85as35yzmnw,man,29,18,>100k,7,7,L2,7,A
85as35yzmnw,man,29,18,>100k,7,8,L1,1,B
85as35yzmnw,man,29,18,>100k,7,9,L5,6,A
85as35yzmnw,man,29,18,>100k,7,10,L10,2,B
uh5135yz4zr,woman,39,14,40to60K,7,1,L5,4,A
uh5135yz4zr,woman,39,14,40to60K,7,2,L10,3,A
uh5135yz4zr,woman,39,14,40to60K,7,3,G11,4,B
uh5135yz4zr,woman,39,14,40to60K,7,4,G1,5,B
uh5135yz4zr,woman,39,14,40to60K,7,5,L11,3,B
uh5135yz4zr,woman,39,14,40to60K,7,6,G2,4,B
uh5135yz4zr,woman,39,14,40to60K,7,7,G9,5,B
uh5135yz4zr,woman,39,14,40to60K,7,8,L1,4,A
uh5135yz4zr,woman,39,14,40to60K,7,9,G5,5,A
uh5135yz4zr,woman,39,14,40to60K,7,10,L2,4,A
tohz35yzuwd,man,31,16,40to60K,7,1,L2,4,A
tohz35yzuwd,man,31,16,40to60K,7,2,G1,5,B
tohz35yzuwd,man,31,16,40to60K,7,3,G5,4,B
tohz35yzuwd,man,31,16,40to60K,7,4,G9,5,A
tohz35yzuwd,man,31,16,40to60K,7,5,L10,5,B
tohz35yzuwd,man,31,16,40to60K,7,6,G11,4,B
tohz35yzuwd,man,31,16,40to60K,7,7,L11,5,A
tohz35yzuwd,man,31,16,40to60K,7,8,G2,5,A
tohz35yzuwd,man,31,16,40to60K,7,9,L5,5,B
tohz35yzuwd,man,31,16,40to60K,7,10,L1,3,A
e4dw35yzzt5,man,31,13,20to40k,7,1,L5,4,A
e4dw35yzzt5,man,31,13,20to40k,7,2,G2,4,B
e4dw35yzzt5,man,31,13,20to40k,7,3,L11,4,A
e4dw35yzzt5,man,31,13,20to40k,7,4,G1,4,A
e4dw35yzzt5,man,31,13,20to40k,7,5,L10,4,B
e4dw35yzzt5,man,31,13,20to40k,7,6,G9,4,A
e4dw35yzzt5,man,31,13,20to40k,7,7,G5,4,B
e4dw35yzzt5,man,31,13,20to40k,7,8,L1,4,B
e4dw35yzzt5,man,31,13,20to40k,7,9,G11,4,B
e4dw35yzzt5,man,31,13,20to40k,7,10,L2,4,B
o27j35yzvge,woman,41,14,40to60K,7,1,L2,4,A
o27j35yzvge,woman,41,14,40to60K,7,2,G1,5,B
o27j35yzvge,woman,41,14,40to60K,7,3,L5,3,A
o27j35yzvge,woman,41,14,40to60K,7,4,G11,3,B
o27j35yzvge,woman,41,14,40to60K,7,5,L11,4,A
o27j35yzvge,woman,41,14,40to60K,7,6,G2,4,A
o27j35yzvge,woman,41,14,40to60K,7,7,G9,4,A
o27j35yzvge,woman,41,14,40to60K,7,8,L1,5,B
o27j35yzvge,woman,41,14,40to60K,7,9,L10,3,A
o27j35yzvge,woman,41,14,40to60K,7,10,G5,5,B
ymqr35yze5o,woman,46,16,>100k,7,1,L2,4,A
ymqr35yze5o,woman,46,16,>100k,7,2,L1,5,A
ymqr35yze5o,woman,46,16,>100k,7,3,G5,5,B
ymqr35yze5o,woman,46,16,>100k,7,4,L10,3,B
ymqr35yze5o,woman,46,16,>100k,7,5,G11,3,A
ymqr35yze5o,woman,46,16,>100k,7,6,L11,4,A
ymqr35yze5o,woman,46,16,>100k,7,7,G9,3,A
ymqr35yze5o,woman,46,16,>100k,7,8,G1,2,B
ymqr35yze5o,woman,46,16,>100k,7,9,G2,3,B
ymqr35yze5o,woman,46,16,>100k,7,10,L5,2,A
4e2c35yzzky,man,39,16,40to60K,7,1,L2,2,A
4e2c35yzzky,man,39,16,40to60K,7,2,L5,5,B
4e2c35yzzky,man,39,16,40to60K,7,3,G1,6,B
4e2c35yzzky,man,39,16,40to60K,7,4,G9,6,B
4e2c35yzzky,man,39,16,40to60K,7,5,L10,6,B
4e2c35yzzky,man,39,16,40to60K,7,6,L11,4,A
4e2c35yzzky,man,39,16,40to60K,7,7,L1,7,B
4e2c35yzzky,man,39,16,40to60K,7,8,G5,1,A
4e2c35yzzky,man,39,16,40to60K,7,9,G11,2,A
4e2c35yzzky,man,39,16,40to60K,7,10,G2,2,A
9gj835yz55x,man,30,12,20to40k,5,1,L10,6,A
9gj835yz55x,man,30,12,20to40k,5,2,G1,2,B
9gj835yz55x,man,30,12,20to40k,5,3,G2,5,B
9gj835yz55x,man,30,12,20to40k,5,4,G5,4,B
9gj835yz55x,man,30,12,20to40k,5,5,G9,4,A
9gj835yz55x,man,30,12,20to40k,5,6,G11,3,A
9gj835yz55x,man,30,12,20to40k,5,7,L11,3,B
9gj835yz55x,man,30,12,20to40k,5,8,L1,5,A
9gj835yz55x,man,30,12,20to40k,5,9,L2,3,A
9gj835yz55x,man,30,12,20to40k,5,10,L5,3,A
ytln35yzba1,woman,38,18,60to80k,7,1,L2,6,B
ytln35yzba1,woman,38,18,60to80k,7,2,L11,7,B
ytln35yzba1,woman,38,18,60to80k,7,3,L1,2,A
ytln35yzba1,woman,38,18,60to80k,7,4,L5,6,B
ytln35yzba1,woman,38,18,60to80k,7,5,G2,3,B
ytln35yzba1,woman,38,18,60to80k,7,6,G9,3,A
ytln35yzba1,woman,38,18,60to80k,7,7,G1,6,B
ytln35yzba1,woman,38,18,60to80k,7,8,L10,3,A
ytln35yzba1,woman,38,18,60to80k,7,9,G11,4,B
ytln35yzba1,woman,38,18,60to80k,7,10,G5,4,B
0fgs35yzshy,woman,38,18,60to80k,7,1,L10,4,B
0fgs35yzshy,woman,38,18,60to80k,7,2,L5,3,A
0fgs35yzshy,woman,38,18,60to80k,7,3,L2,3,A
0fgs35yzshy,woman,38,18,60to80k,7,4,G1,2,B
0fgs35yzshy,woman,38,18,60to80k,7,5,G9,6,B
0fgs35yzshy,woman,38,18,60to80k,7,6,L11,6,B
0fgs35yzshy,woman,38,18,60to80k,7,7,G5,6,A
0fgs35yzshy,woman,38,18,60to80k,7,8,G11,3,B
0fgs35yzshy,woman,38,18,60to80k,7,9,G2,5,B
0fgs35yzshy,woman,38,18,60to80k,7,10,L1,2,B
srsm35yzor2,man,25,17,<20k,7,1,G1,1,A
srsm35yzor2,man,25,17,<20k,7,2,L5,3,A
srsm35yzor2,man,25,17,<20k,7,3,G2,2,B
srsm35yzor2,man,25,17,<20k,7,4,L11,3,B
srsm35yzor2,man,25,17,<20k,7,5,L10,2,B
srsm35yzor2,man,25,17,<20k,7,6,G9,6,B
srsm35yzor2,man,25,17,<20k,7,7,L2,2,A
srsm35yzor2,man,25,17,<20k,7,8,L1,1,B
srsm35yzor2,man,25,17,<20k,7,9,G11,2,A
srsm35yzor2,man,25,17,<20k,7,10,G5,5,B
4f7f35yzysd,woman,43,18,80to100k,7,1,L10,4,B
4f7f35yzysd,woman,43,18,80to100k,7,2,G1,4,B
4f7f35yzysd,woman,43,18,80to100k,7,3,L11,4,A
4f7f35yzysd,woman,43,18,80to100k,7,4,L2,4,B
4f7f35yzysd,woman,43,18,80to100k,7,5,L5,4,A
4f7f35yzysd,woman,43,18,80to100k,7,6,G9,4,A
4f7f35yzysd,woman,43,18,80to100k,7,7,L1,3,A
4f7f35yzysd,woman,43,18,80to100k,7,8,G11,5,B
4f7f35yzysd,woman,43,18,80to100k,7,9,G2,4,A
4f7f35yzysd,woman,43,18,80to100k,7,10,G5,4,B
t6za35yzh7g,man,38,16,40to60K,7,1,L5,2,A
t6za35yzh7g,man,38,16,40to60K,7,2,G1,6,B
t6za35yzh7g,man,38,16,40to60K,7,3,L2,6,B
t6za35yzh7g,man,38,16,40to60K,7,4,G11,6,B
t6za35yzh7g,man,38,16,40to60K,7,5,L10,6,B
t6za35yzh7g,man,38,16,40to60K,7,6,L1,6,B
t6za35yzh7g,man,38,16,40to60K,7,7,L11,6,B
t6za35yzh7g,man,38,16,40to60K,7,8,G5,6,B
t6za35yzh7g,man,38,16,40to60K,7,9,G9,6,B
t6za35yzh7g,man,38,16,40to60K,7,10,G2,2,A
30sl35yz0mj,woman,41,15,40to60K,7,1,G9,4,A
30sl35yz0mj,woman,41,15,40to60K,7,2,L2,4,B
30sl35yz0mj,woman,41,15,40to60K,7,3,L1,6,A
30sl35yz0mj,woman,41,15,40to60K,7,4,L10,3,B
30sl35yz0mj,woman,41,15,40to60K,7,5,L5,4,B
30sl35yz0mj,woman,41,15,40to60K,7,6,L11,4,A
30sl35yz0mj,woman,41,15,40to60K,7,7,G1,3,B
30sl35yz0mj,woman,41,15,40to60K,7,8,G2,4,B
30sl35yz0mj,woman,41,15,40to60K,7,9,G5,3,A
30sl35yz0mj,woman,41,15,40to60K,7,10,G11,6,B
eqlh35yzrq5,man,55,18,20to40k,7,1,G2,5,A
eqlh35yzrq5,man,55,18,20to40k,7,2,G1,7,B
eqlh35yzrq5,man,55,18,20to40k,7,3,G9,4,A
eqlh35yzrq5,man,55,18,20to40k,7,4,G11,2,A
eqlh35yzrq5,man,55,18,20to40k,7,5,L5,5,A
eqlh35yzrq5,man,55,18,20to40k,7,6,L10,6,A
eqlh35yzrq5,man,55,18,20to40k,7,7,L2,3,B
eqlh35yzrq5,man,55,18,20to40k,7,8,L11,6,A
eqlh35yzrq5,man,55,18,20to40k,7,9,G5,2,B
eqlh35yzrq5,man,55,18,20to40k,7,10,L1,6,A
x3ar35yzrb7,man,50,17,20to40k,7,1,L2,3,B
x3ar35yzrb7,man,50,17,20to40k,7,2,L11,6,A
x3ar35yzrb7,man,50,17,20to40k,7,3,L1,2,A
x3ar35yzrb7,man,50,17,20to40k,7,4,L10,2,B
x3ar35yzrb7,man,50,17,20to40k,7,5,G5,3,B
x3ar35yzrb7,man,50,17,20to40k,7,6,G11,3,B
x3ar35yzrb7,man,50,17,20to40k,7,7,G1,4,B
x3ar35yzrb7,man,50,17,20to40k,7,8,G2,2,B
x3ar35yzrb7,man,50,17,20to40k,7,9,L5,3,A
x3ar35yzrb7,man,50,17,20to40k,7,10,G9,6,A
s78835yz2fv,woman,62,14,60to80k,7,1,L1,4,A
s78835yz2fv,woman,62,14,60to80k,7,2,G2,2,B
s78835yz2fv,woman,62,14,60to80k,7,3,G9,1,B
s78835yz2fv,woman,62,14,60to80k,7,4,G5,2,A
s78835yz2fv,woman,62,14,60to80k,7,5,L10,3,B
s78835yz2fv,woman,62,14,60to80k,7,6,L11,6,A
s78835yz2fv,woman,62,14,60to80k,7,7,G1,5,B
s78835yz2fv,woman,62,14,60to80k,7,8,L2,6,A
s78835yz2fv,woman,62,14,60to80k,7,9,L5,5,B
s78835yz2fv,woman,62,14,60to80k,7,10,G11,1,A
t2kk35yzppt,man,26,15,20to40k,7,1,G9,4,A
t2kk35yzppt,man,26,15,20to40k,7,2,L11,2,B
t2kk35yzppt,man,26,15,20to40k,7,3,L2,6,A
t2kk35yzppt,man,26,15,20to40k,7,4,G1,4,A
t2kk35yzppt,man,26,15,20to40k,7,5,L10,4,A
t2kk35yzppt,man,26,15,20to40k,7,6,G5,7,B
t2kk35yzppt,man,26,15,20to40k,7,7,G2,4,A
t2kk35yzppt,man,26,15,20to40k,7,8,L1,5,A
t2kk35yzppt,man,26,15,20to40k,7,9,G11,6,A
t2kk35yzppt,man,26,15,20to40k,7,10,L5,3,B
1fne35yzb9m,man,35,Some College,40to60K,2,1,G5,7,A
1fne35yzb9m,man,35,Some College,40to60K,2,2,G2,3,A
1fne35yzb9m,man,35,Some College,40to60K,2,3,G11,6,B
1fne35yzb9m,man,35,Some College,40to60K,2,4,G1,7,B
1fne35yzb9m,man,35,Some College,40to60K,2,5,G9,5,B
1fne35yzb9m,man,35,Some College,40to60K,2,6,L11,6,A
1fne35yzb9m,man,35,Some College,40to60K,2,7,L2,3,B
1fne35yzb9m,man,35,Some College,40to60K,2,8,L1,2,A
1fne35yzb9m,man,35,Some College,40to60K,2,9,L5,4,B
1fne35yzb9m,man,35,Some College,40to60K,2,10,L10,6,A
cegg35yzss3,man,42,16,40to60K,7,1,L1,6,B
cegg35yzss3,man,42,16,40to60K,7,2,G11,3,B
cegg35yzss3,man,42,16,40to60K,7,3,G5,5,A
cegg35yzss3,man,42,16,40to60K,7,4,L11,6,A
cegg35yzss3,man,42,16,40to60K,7,5,G2,4,B
cegg35yzss3,man,42,16,40to60K,7,6,G1,2,A
cegg35yzss3,man,42,16,40to60K,7,7,L5,2,B
cegg35yzss3,man,42,16,40to60K,7,8,L10,1,B
cegg35yzss3,man,42,16,40to60K,7,9,L2,4,B
cegg35yzss3,man,42,16,40to60K,7,10,G9,6,B
p7qs35yzwf9,woman,44,14,60to80k,7,1,L2,4,A
p7qs35yzwf9,woman,44,14,60to80k,7,2,G1,2,A
p7qs35yzwf9,woman,44,14,60to80k,7,3,G11,3,A
p7qs35yzwf9,woman,44,14,60to80k,7,4,G5,5,A
p7qs35yzwf9,woman,44,14,60to80k,7,5,G2,6,B
p7qs35yzwf9,woman,44,14,60to80k,7,6,L10,2,B
p7qs35yzwf9,woman,44,14,60to80k,7,7,L1,3,B
p7qs35yzwf9,woman,44,14,60to80k,7,8,L11,3,B
p7qs35yzwf9,woman,44,14,60to80k,7,9,L5,3,A
p7qs35yzwf9,woman,44,14,60to80k,7,10,G9,5,A
jhqo35yz0sq,man,40,16,<20k,7,1,G2,3,A
jhqo35yz0sq,man,40,16,<20k,7,2,G5,3,A
jhqo35yz0sq,man,40,16,<20k,7,3,G1,2,A
jhqo35yz0sq,man,40,16,<20k,7,4,G9,4,A
jhqo35yz0sq,man,40,16,<20k,7,5,L11,5,B
jhqo35yz0sq,man,40,16,<20k,7,6,L10,5,A
jhqo35yz0sq,man,40,16,<20k,7,7,L5,3,A
jhqo35yz0sq,man,40,16,<20k,7,8,L1,5,A
jhqo35yz0sq,man,40,16,<20k,7,9,L2,3,A
jhqo35yz0sq,man,40,16,<20k,7,10,G11,5,A
s3wn35yzlqx,woman,49,16,80to100k,7,1,L5,4,A
s3wn35yzlqx,woman,49,16,80to100k,7,2,L10,3,B
s3wn35yzlqx,woman,49,16,80to100k,7,3,L1,3,B
s3wn35yzlqx,woman,49,16,80to100k,7,4,G9,4,B
s3wn35yzlqx,woman,49,16,80to100k,7,5,G5,4,B
s3wn35yzlqx,woman,49,16,80to100k,7,6,G2,5,B
s3wn35yzlqx,woman,49,16,80to100k,7,7,G1,5,B
s3wn35yzlqx,woman,49,16,80to100k,7,8,G11,4,A
s3wn35yzlqx,woman,49,16,80to100k,7,9,L11,3,B
