content,date,exp
"{""subject"":""4irc35yz9ur"",""condition"":""L6x"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""60"",""vignetteYprob"":""40"",""gender"":""female"",""age"":""48"",""postQuestion1"":""correct"",""postQuestion2"":""I was thinking that I have bad luck, so I would probably be matched with the ugly guy.  Plus, I'm no super model, so if a guy was really attractive, he would probably be there with someone else.  I'm avergae, so I would expect my friend to set me up with someone like me.   ""}",2019-11-18 11:18:38.177235,
"{""subject"":""szph35yz80t"",""condition"":""G12x"",""vignetteType"":""G"",""vignetteNumber"":12,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""4"",""vignetteXprob"":""25"",""vignetteYprob"":""75"",""gender"":""female"",""age"":""48"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 14:58:31.849884,
"{""subject"":""k0z435yz19u"",""condition"":""G10x"",""vignetteType"":""G"",""vignetteNumber"":10,""Start100"":""x"",""dummyConfidence"":""1"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""1"",""vignetteXprob"":""1"",""vignetteYprob"":""99"",""gender"":""male"",""age"":""42"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:33:08.216955,
"{""subject"":""jg4535yzbn8"",""condition"":""G5x"",""vignetteType"":""G"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""25"",""postQuestion1"":""correct"",""postQuestion2"":""I thought that there was an equal chance between the protocols since the probability was unknown and there was two options.""}",2019-11-17 22:23:52.450280,
"{""subject"":""ibjq35yzlfn"",""condition"":""G3y"",""vignetteType"":""G"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""98"",""dummyYprob"":""2"",""vignetteConfidence"":""0"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""25"",""postQuestion1"":""correct"",""postQuestion2"":""I said there was a 50-50 chance because my boss's boss's decision was unknown. ""}",2019-11-17 22:22:07.814471,
"{""subject"":""orno35yzeql"",""condition"":""L3y"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""67"",""postQuestion1"":""correct"",""postQuestion2"":""I was thinking that the odds were even on whether it was species X or Y""}",2019-11-17 22:24:57.491499,
"{""subject"":""wxjv35yz4xd"",""condition"":""G7x"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""65"",""postQuestion1"":""correct"",""postQuestion2"":""I didn't have enough information to guess anything other than 50/50 chance for each house. There were no factors mentioned that might have made one neighborhood more likely than other. However, I also said I had no confidence in my answer because it truly was just a guess. It could be that the real chances were much different but I just didn't have the information. ""}",2019-11-17 22:23:34.213175,
"{""subject"":""2zcz35yz0tc"",""condition"":""G8y"",""vignetteType"":""G"",""vignetteNumber"":8,""Start100"":""y"",""dummyConfidence"":""2"",""dummyXprob"":""72"",""dummyYprob"":""28"",""vignetteConfidence"":""1"",""vignetteXprob"":""30"",""vignetteYprob"":""70"",""gender"":""male"",""age"":""29"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 11:13:26.043817,
"{""subject"":""52qc35yzl9b"",""condition"":""G12x"",""vignetteType"":""G"",""vignetteNumber"":12,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""50"",""postQuestion1"":""correct"",""postQuestion2"":""Both drugs are supposed to improve memory, but one drug works for some people and the other drug works for other people. Since both drugs are slow acting, the student only had time to try one of the drugs, so there's only a 50% chance that the drug that they took would work for them.""}",2019-11-18 14:39:57.196981,
"{""subject"":""9ljs35yzr91"",""condition"":""G5x"",""vignetteType"":""G"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""1"",""vignetteXprob"":""10"",""vignetteYprob"":""90"",""gender"":""female"",""age"":""43"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:24:06.352005,
"{""subject"":""3lbi35yzk5p"",""condition"":""G7y"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""24"",""dummyYprob"":""76"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""48"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:24:25.868580,
"{""subject"":""v43h35yzoo8"",""condition"":""L3x"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""x"",""dummyConfidence"":""2"",""dummyXprob"":""48"",""dummyYprob"":""52"",""vignetteConfidence"":""3"",""vignetteXprob"":""64"",""vignetteYprob"":""36"",""gender"":""female"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 14:48:21.389227,
"{""subject"":""5i6535yznox"",""condition"":""G2x"",""vignetteType"":""G"",""vignetteNumber"":2,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""37"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:22:07.999060,
"{""subject"":""3bw035yzjit"",""condition"":""G7y"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""51"",""postQuestion1"":""correct"",""postQuestion2"":""There was not much information as to why the school would be built so I felt it could go 50/50 either way.""}",2019-11-17 22:21:43.914023,
"{""subject"":""b81435yzjkx"",""condition"":""G9y"",""vignetteType"":""G"",""vignetteNumber"":9,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""97"",""dummyYprob"":""3"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""62"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:24:32.180670,
"{""subject"":""8dsk35yzdvb"",""condition"":""L5y"",""vignetteType"":""L"",""vignetteNumber"":5,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""3"",""vignetteXprob"":""65"",""vignetteYprob"":""35"",""gender"":""male"",""age"":""29"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:23:59.379710,
"{""subject"":""1vhr35yzm13"",""condition"":""L5x"",""vignetteType"":""L"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""30"",""postQuestion1"":""correct"",""postQuestion2"":""It's hard to determine - it's either one or the other so I chose 50% for each, because you won't be certain until you check to see what kind you have. ""}",2019-11-17 22:22:20.361536,
"{""subject"":""v9qe35yz0ks"",""condition"":""L11y"",""vignetteType"":""L"",""vignetteNumber"":11,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""76"",""dummyYprob"":""24"",""vignetteConfidence"":""4"",""vignetteXprob"":""23"",""vignetteYprob"":""77"",""gender"":""male"",""age"":""35"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:23:33.090709,
"{""subject"":""s9yu35yzyux"",""condition"":""L9y"",""vignetteType"":""L"",""vignetteNumber"":9,""Start100"":""y"",""dummyConfidence"":""2"",""dummyXprob"":""68"",""dummyYprob"":""32"",""vignetteConfidence"":""2"",""vignetteXprob"":""46"",""vignetteYprob"":""54"",""gender"":""female"",""age"":""31"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 15:04:37.644217,
"{""subject"":""v3dq35yzdtl"",""condition"":""G4y"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""34"",""postQuestion1"":""correct"",""postQuestion2"":""I chose the answer the way I did because it seemed just as likely that either X or Y could be the one with the crush on me in the give scenario. It didn't seem that whether or not I had romantic interest in X but not Y mattered at all when it came down to which one had a crush on me. Either one seemed just as likely in that situation.""}",2019-11-18 15:44:27.551174,
"{""subject"":""ogsk35yzi5l"",""condition"":""L10y"",""vignetteType"":""L"",""vignetteNumber"":10,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""41"",""postQuestion1"":""correct"",""postQuestion2"":""because either location could be the one that is closed.""}",2019-11-17 22:29:21.429555,
"{""subject"":""t4kh35yzkc4"",""condition"":""G3x"",""vignetteType"":""G"",""vignetteNumber"":3,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""94"",""dummyYprob"":""6"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""36"",""postQuestion1"":""correct"",""postQuestion2"":""I had no information about what made each department different, so as far as I knew it was a 50/50 chance.""}",2019-11-17 22:22:11.217403,
"{""subject"":""pf3y35yztuv"",""condition"":""G10x"",""vignetteType"":""G"",""vignetteNumber"":10,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""58"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 04:22:01.102271,
"{""subject"":""gqy235yzrlw"",""condition"":""L6y"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""46"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:48:41.997627,
"{""subject"":""ekm735yz4g7"",""condition"":""L6y"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""62"",""postQuestion1"":""correct"",""postQuestion2"":""I felt like there was 50/50 chance it could be either. ""}",2019-11-17 22:25:25.649068,
"{""subject"":""06p135yz4cw"",""condition"":""G9x"",""vignetteType"":""G"",""vignetteNumber"":9,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""87"",""dummyYprob"":""13"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""36"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 09:09:55.810015,
"{""subject"":""nbd935yzzaz"",""condition"":""G2x"",""vignetteType"":""G"",""vignetteNumber"":2,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""26"",""postQuestion1"":""correct"",""postQuestion2"":""Well there was no information that would lead me to lean either way, so I just split it 50/50.""}",2019-11-18 15:11:21.177773,
"{""subject"":""05xh35yzpi6"",""condition"":""G7y"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""1"",""dummyXprob"":""57"",""dummyYprob"":""43"",""vignetteConfidence"":""3"",""vignetteXprob"":""45"",""vignetteYprob"":""55"",""gender"":""female"",""age"":""68"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 04:44:39.199332,
"{""subject"":""3mwy35yz56m"",""condition"":""L6x"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""33"",""postQuestion1"":""correct"",""postQuestion2"":""I chose that answer because there was limited information to go on. I knew there was a 50/50 chance of the date being attractive. ""}",2019-11-18 14:57:08.352033,
"{""subject"":""9x4y35yzu7s"",""condition"":""G4x"",""vignetteType"":""G"",""vignetteNumber"":4,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""40"",""postQuestion1"":""correct"",""postQuestion2"":""Without further knowledge it could go either way.""}",2019-11-18 14:24:14.072439,
"{""subject"":""iosd35yznww"",""condition"":""G1x"",""vignetteType"":""G"",""vignetteNumber"":1,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""99"",""dummyYprob"":""1"",""vignetteConfidence"":""4"",""vignetteXprob"":""97"",""vignetteYprob"":""3"",""gender"":""female"",""age"":""34"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 10:28:04.184915,
"{""subject"":""jq8s35yz88v"",""condition"":""L1x"",""vignetteType"":""L"",""vignetteNumber"":1,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""27"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:23:27.346760,
"{""subject"":""15ds35yzw0s"",""condition"":""G5x"",""vignetteType"":""G"",""vignetteNumber"":5,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""51"",""postQuestion1"":""correct"",""postQuestion2"":""I think that both X or Y could have an equal impact on greatly improving my stamina.""}",2019-11-17 22:24:14.542466,
"{""subject"":""pt6i35yz4dw"",""condition"":""L1y"",""vignetteType"":""L"",""vignetteNumber"":1,""Start100"":""y"",""dummyConfidence"":""2"",""dummyXprob"":""70"",""dummyYprob"":""30"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""70"",""postQuestion1"":""correct"",""postQuestion2"":""From my experience and I do invest in stocks, I have found that it is about 50/50 chance of a stock plummeting. The last time this happened to me, I let my financial adviser talk me out of selling a stock. He was wrong. ""}",2019-11-18 12:44:04.130011,
"{""subject"":""ucly35yzlzv"",""condition"":""L5y"",""vignetteType"":""L"",""vignetteNumber"":5,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""99"",""dummyYprob"":""1"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""30"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:23:08.644110,
"{""subject"":""oind35yzvgj"",""condition"":""G2y"",""vignetteType"":""G"",""vignetteNumber"":2,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""82"",""dummyYprob"":""18"",""vignetteConfidence"":""2"",""vignetteXprob"":""51"",""vignetteYprob"":""49"",""gender"":""female"",""age"":""30"",""postQuestion1"":""correct"",""postQuestion2"":""I thought they were both basically equal so just picked the one that seemed it may get it.""}",2019-11-17 22:26:33.418445,
"{""subject"":""k8cx35yzpjx"",""condition"":""L6y"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""y"",""dummyConfidence"":""2"",""dummyXprob"":""50"",""dummyYprob"":""50"",""vignetteConfidence"":""4"",""vignetteXprob"":""20"",""vignetteYprob"":""80"",""gender"":""male"",""age"":""28"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 22:25:56.262974,
"{""subject"":""908535yz114"",""condition"":""G9y"",""vignetteType"":""G"",""vignetteNumber"":9,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""4"",""vignetteXprob"":""70"",""vignetteYprob"":""30"",""gender"":""female"",""age"":""22"",""postQuestion1"":""correct"",""postQuestion2"":""Both of the endeavors have equal chance though X might get more chance than Y. Therefore I chose 70:30 probability. My decision might be wrong and so I did not choose \""extremely confident\"".""}",2019-11-18 04:41:18.105972,
"{""subject"":""8ggi35yzw4u"",""condition"":""L12y"",""vignetteType"":""L"",""vignetteNumber"":12,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""35"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 00:58:25.237307,
"{""subject"":""xsc135yztqj"",""condition"":""L3y"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""51"",""postQuestion1"":""correct"",""postQuestion2"":""Given the limited information available I saw no reason why there would be any better than a 50% chance of either species infesting my house.""}",2019-11-18 06:11:03.999929,
"{""subject"":""vw7o35yzdkw"",""condition"":""L3y"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""2"",""vignetteXprob"":""62"",""vignetteYprob"":""38"",""gender"":""female"",""age"":""54"",""postQuestion1"":""correct"",""postQuestion2"":""I picked the worst situation because it is better to treat it as such then have your house be destroyed.""}",2019-11-18 01:49:48.807152,
"{""subject"":""q28035yz3sj"",""condition"":""G7x"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""x"",""dummyConfidence"":""2"",""dummyXprob"":""59"",""dummyYprob"":""41"",""vignetteConfidence"":""3"",""vignetteXprob"":""48"",""vignetteYprob"":""52"",""gender"":""female"",""age"":""46"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 02:32:37.162608,
"{""subject"":""crlh35yzadi"",""condition"":""L11y"",""vignetteType"":""L"",""vignetteNumber"":11,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""33"",""dummyYprob"":""67"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""43"",""postQuestion1"":""correct"",""postQuestion2"":""it could go either way, there was not enough information to guess beyond 50/50""}",2019-11-18 01:02:42.240338,
"{""subject"":""wk6p35yzaje"",""condition"":""L2y"",""vignetteType"":""L"",""vignetteNumber"":2,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""70"",""postQuestion1"":""correct"",""postQuestion2"":""because I did not see the snake""}",2019-11-18 13:38:53.455480,
"{""subject"":""54nr35yzz0b"",""condition"":""L7y"",""vignetteType"":""L"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""85"",""dummyYprob"":""15"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""30"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-17 23:24:58.951434,
"{""subject"":""7fm735yzf09"",""condition"":""L8y"",""vignetteType"":""L"",""vignetteNumber"":8,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""2"",""vignetteXprob"":""65"",""vignetteYprob"":""35"",""gender"":""female"",""age"":""40"",""postQuestion1"":""correct"",""postQuestion2"":""I live in a state where hailstorms are common so I know that if a hailstorm was near the airport my car probably got hit but I was reluctant to say there was a 100% chance because I also know that hail can hit one spot and not another only few miles or even yards away.""}",2019-11-18 00:13:59.900407,
"{""subject"":""3zwv35yzhnk"",""condition"":""L10x"",""vignetteType"":""L"",""vignetteNumber"":10,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""2"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""39"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 16:15:07.751334,
"{""subject"":""z4t635yz7jj"",""condition"":""L7y"",""vignetteType"":""L"",""vignetteNumber"":7,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""1"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""47"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 12:47:01.347655,
"{""subject"":""14sy35yzpny"",""condition"":""G6x"",""vignetteType"":""G"",""vignetteNumber"":6,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""4"",""vignetteXprob"":""51"",""vignetteYprob"":""49"",""gender"":""male"",""age"":""28"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 03:20:04.468640,
"{""subject"":""xauq35yzo7m"",""condition"":""L7x"",""vignetteType"":""L"",""vignetteNumber"":7,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""91"",""dummyYprob"":""9"",""vignetteConfidence"":""1"",""vignetteXprob"":""69"",""vignetteYprob"":""31"",""gender"":""female"",""age"":""41"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 16:48:38.557488,
"{""subject"":""k84b35yzsha"",""condition"":""L3y"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""90"",""dummyYprob"":""10"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""67"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 04:10:57.426979,
"{""subject"":""5beg35yzth7"",""condition"":""G5y"",""vignetteType"":""G"",""vignetteNumber"":5,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""41"",""postQuestion1"":""correct"",""postQuestion2"":""It was only two options, it just felt like a 50/50 situation for me.""}",2019-11-18 12:37:33.992880,
"{""subject"":""aqg235yzsy8"",""condition"":""L1y"",""vignetteType"":""L"",""vignetteNumber"":1,""Start100"":""y"",""dummyConfidence"":""3"",""dummyXprob"":""70"",""dummyYprob"":""30"",""vignetteConfidence"":""3"",""vignetteXprob"":""44"",""vignetteYprob"":""56"",""gender"":""female"",""age"":""28"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 00:35:13.677794,
"{""subject"":""7mui35yztp8"",""condition"":""L2x"",""vignetteType"":""L"",""vignetteNumber"":2,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""4"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""female"",""age"":""34"",""postQuestion1"":""correct"",""postQuestion2"":""There wasn't enough information to determine either snake. ""}",2019-11-18 14:34:52.848710,
"{""subject"":""vtvs35yz4n8"",""condition"":""L3x"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""3"",""vignetteXprob"":""50"",""vignetteYprob"":""50"",""gender"":""male"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 01:58:24.351942,
"{""subject"":""2vd835yzmk8"",""condition"":""L3x"",""vignetteType"":""L"",""vignetteNumber"":3,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""70"",""dummyYprob"":""30"",""vignetteConfidence"":""2"",""vignetteXprob"":""55"",""vignetteYprob"":""45"",""gender"":""male"",""age"":""66"",""postQuestion1"":""correct"",""postQuestion2"":""Without too much info, it seemed like a 50/50/ chance. I made it 55 because insect x was so destructive.""}",2019-11-18 17:19:03.667819,
"{""subject"":""1mci35yzxk2"",""condition"":""G7x"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""95"",""dummyYprob"":""5"",""vignetteConfidence"":""1"",""vignetteXprob"":""48"",""vignetteYprob"":""52"",""gender"":""male"",""age"":""25"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 03:22:04.051512,
"{""subject"":""l4pf35yzylx"",""condition"":""L6y"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""y"",""dummyConfidence"":""4"",""dummyXprob"":""80"",""dummyYprob"":""20"",""vignetteConfidence"":""3"",""vignetteXprob"":""30"",""vignetteYprob"":""70"",""gender"":""male"",""age"":""45"",""postQuestion1"":""correct"",""postQuestion2"":""I was thinking my friend likely knows who I would find attractive and wouldn't set me up with someone I would find extremely unattractive.""}",2019-11-18 00:21:26.127748,
"{""subject"":""oe2035yz1e7"",""condition"":""G10x"",""vignetteType"":""G"",""vignetteNumber"":10,""Start100"":""x"",""dummyConfidence"":""4"",""dummyXprob"":""100"",""dummyYprob"":""0"",""vignetteConfidence"":""4"",""vignetteXprob"":""99"",""vignetteYprob"":""1"",""gender"":""male"",""age"":""38"",""postQuestion1"":""correct"",""postQuestion2"":""I made the wrong answer. I meant to say the red ball is 1% and that i was reasonably confident. I chose this because with these games its usually one person winning the big prize.""}",2019-11-17 23:31:05.450260,
"{""subject"":""o8ql35yz6v2"",""condition"":""G7x"",""vignetteType"":""G"",""vignetteNumber"":7,""Start100"":""x"",""dummyConfidence"":""1"",""dummyXprob"":""70"",""dummyYprob"":""30"",""vignetteConfidence"":""4"",""vignetteXprob"":""49"",""vignetteYprob"":""51"",""gender"":""male"",""age"":""25"",""postQuestion1"":""correct"",""postQuestion2"":""""}",2019-11-18 00:57:45.279537,
"{""subject"":""4cn435yzkza"",""condition"":""L6x"",""vignetteType"":""L"",""vignetteNumber"":6,""Start100"":""x"",""dummyConfidence"":""3"",""dummyXprob"":""92"",""dummyYprob"":""8"",""vignetteConfidence"":""4"",""vignetteXprob"":""52"",""vignetteYprob"":""48"",""gender"":""female"",""age"":""64"",""postQuestion1"":""correct"",""postQuestion2"":""I usually get the short end of the stick""}",2019-11-18 00:56:26.220039,
